Nr. crt.,Numele padurii virgine si/sau cvasivirgine,"Fundamentat in baza Amenaj silvic, editia","Fundamentat in baza Studiu de fundam, editia",Tipul de proprietate,Latitude,Longitude,Altitudine min,Altitudine max,Localizare administrativa Judet,Detinator Admin OS/OSP,UP,u.a.,TP,S (ha),din care: suprafete care nu corespund criteriului de naturalitate u.a.,din care: suprafete care nu corespund criteriului de naturalitate S (ha)
358,Glodeasa,2013.0,,publică stat,45.39972222222222,25.729166666666664,930.0,1100.0,Prahova,OS Câmpina,V,72A,2211.0,30.84,,
359,Glodeasa,2013.0,,publică stat,45.40138888888889,25.722499999999997,980.0,1250.0,Prahova,OS Câmpina,V,73A,2211.0,38.21,,
360,Glodeasa,2013.0,,publică stat,45.40277777777778,25.7125,980.0,1250.0,Prahova,OS Câmpina,V,73B,2211.0,4.3,,
361,Glodeasa,2013.0,,publică stat,45.405277777777776,25.714444444444442,1050.0,1400.0,Prahova,OS Câmpina,V,74A,2211.0,9.63,,
362,Glodeasa,2013.0,,publică stat,45.406666666666666,25.70611111111111,1050.0,1400.0,Prahova,OS Câmpina,V,74B,4114.0,3.34,,
363,Glodeasa,2013.0,,publică stat,45.406388888888884,25.709722222222222,1050.0,1400.0,Prahova,OS Câmpina,V,74C,2211.0,22.88,,
364,Glodeasa,2013.0,,publică stat,45.407222222222224,25.715833333333332,1050.0,1200.0,Prahova,OS Câmpina,V,75A,2211.0,6.32,,
365,Glodeasa,2013.0,,publică stat,45.425555555555555,25.715833333333332,1200.0,1400.0,Prahova,OS Câmpina,V,75B,4111.0,3.55,,
366,Glodeasa,2013.0,,publică stat,45.40861111111111,25.711666666666666,1100.0,1200.0,Prahova,OS Câmpina,V,75C,2211.0,8.49,,
367,Glodeasa,2013.0,,publică stat,45.409444444444446,25.70638888888889,1100.0,1200.0,Prahova,OS Câmpina,V,75D,4114.0,1.97,,
368,Glodeasa,2013.0,,publică stat,45.40472222222222,25.72,940.0,1200.0,Prahova,OS Câmpina,V,76A,2211.0,24.16,,
369,Glodeasa,2013.0,,publică stat,45.409166666666664,25.718055555555555,1250.0,1250.0,Prahova,OS Câmpina,V,76B,2211.0,0.6,,
370,Glodeasa,2013.0,,publică stat,45.405833333333334,25.724444444444444,940.0,1150.0,Prahova,OS Câmpina,V,77A,2211.0,34.28,,
371,Glodeasa,2013.0,,publică stat,45.41083333333333,25.721944444444443,1200.0,1200.0,Prahova,OS Câmpina,V,77B,2211.0,8.51,,
372,Glodeasa,2013.0,,publică stat,45.40972222222222,25.72694444444444,1000.0,1200.0,Prahova,OS Câmpina,V,78,2211.0,36.86,,
373,Glodeasa,2013.0,,publică stat,45.40472222222222,25.733333333333334,930.0,930.0,Prahova,OS Câmpina,V,79A,2211.0,25.67,,
374,Glodeasa,2013.0,,publică stat,45.40277777777778,25.733888888888888,960.0,960.0,Prahova,OS Câmpina,V,79B,4114.0,0.77,,
375,Glodeasa,2013.0,,publică stat,45.40222222222222,25.734166666666667,960.0,960.0,Prahova,OS Câmpina,V,79C,4114.0,1.23,,
376,Glodeasa,2013.0,,publică stat,45.40833333333333,25.735833333333336,1000.0,1250.0,Prahova,OS Câmpina,V,80,2211.0,36.43,,
377,Glodeasa,2013.0,,publică stat,45.40416666666667,25.740833333333335,930.0,1150.0,Prahova,OS Câmpina,V,81,2211.0,28.69,,
378,Glodeasa,2013.0,,publică stat,45.39944444444444,25.740277777777777,920.0,1150.0,Prahova,OS Câmpina,V,82,2211.0,45.87,,
379,Glodeasa,2013.0,,publică stat,45.39333333333333,25.744722222222222,860.0,1000.0,Prahova,OS Câmpina,V,83A,4111.0,43.0,,
380,Glodeasa,2013.0,,publică stat,45.396388888888886,25.743333333333336,880.0,1100.0,Prahova,OS Câmpina,V,83C,2211.0,3.32,,
381,Contu,2013.0,,publică stat,45.54603888888889,23.896869444444444,1760.0,1825.0,Sibiu,O.S. Avrig,III ,48D,1154.0,8.48,,
382,Contu,2013.0,,publică stat,45.54170555555555,23.89623333333333,1720.0,1850.0,Sibiu,O.S. Avrig,III ,49B,1154.0,14.7,,
383,Contu,2013.0,,publică stat,45.538605555555556,23.890816666666666,1720.0,1845.0,Sibiu,O.S. Avrig,III ,50C,1154.0,9.25,,
384,Contu,2013.0,,publică stat,45.53515833333333,23.874019444444446,1710.0,1825.0,Sibiu,O.S. Avrig,III ,55B,1154.0,17.56,,
385,Contu,2013.0,,publică stat,45.53906944444444,23.87293888888889,1760.0,1825.0,Sibiu,O.S. Avrig,III ,56B,1154.0,1.66,,
386,Contu,2013.0,,publică stat,45.54012222222222,23.871322222222222,1760.0,1810.0,Sibiu,O.S. Avrig,III ,57C,1154.0,0.82,,
387,Contu,2013.0,,publică stat,45.538977777777774,23.865755555555555,1790.0,1850.0,Sibiu,O.S. Avrig,III ,58E,1153.0,7.2,,
388,Contu,2013.0,,publică stat,45.54456388888889,23.865080555555558,1780.0,1835.0,Sibiu,O.S. Avrig,III ,59D,1153.0,2.17,,
389,Contu,2013.0,,publică stat,45.547,23.860519444444446,1790.0,1860.0,Sibiu,O.S. Avrig,III ,64D,1154.0,6.61,,
390,Contu,2013.0,,publică stat,45.55107777777778,23.85825277777778,1795.0,1860.0,Sibiu,O.S. Avrig,III ,65E,1154.0,4.02,,
391,Contu,2013.0,,publică stat,45.55364722222222,23.856325000000002,1790.0,1845.0,Sibiu,O.S. Avrig,III ,66E,1154.0,3.4,,
392,Contu,2013.0,,publică stat,45.555077777777775,23.853686111111113,1790.0,1845.0,Sibiu,O.S. Avrig,III ,67E,1154.0,3.85,,
393,Contu,2013.0,,publică stat,45.53844722222222,23.845641666666666,1815.0,1845.0,Sibiu,O.S. Avrig,III ,88C,1153.0,5.6,,
394,Contu,2013.0,,publică stat,45.537099999999995,23.837791666666664,1775.0,1830.0,Sibiu,O.S. Avrig,III ,89B,1153.0,8.48,,
395,Curmătura Tihului,2011.0,,publică UAT,47.14173611111111,25.16568611111111,1480.0,1840.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,18A,1114.0,11.4,,
396,Curmătura Tihului,2011.0,,publică UAT,47.14173611111111,25.16568611111111,1480.0,1840.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,18B,1152.0,4.4,,
397,Curmătura Tihului,2011.0,,publică UAT,47.14173611111111,25.16568611111111,1480.0,1840.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,18C,1152.0,38.0,,
398,Curmătura Tihului,2011.0,,publică UAT,47.14173611111111,25.16568611111111,1480.0,1840.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,19A,1152.0,19.5,,
399,Curmătura Tihului,2011.0,,publică UAT,47.14173611111111,25.16568611111111,1480.0,1840.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,19B,1152.0,6.1,,
400,Curmătura Tihului,2011.0,,publică UAT,47.14173611111111,25.16568611111111,1480.0,1840.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,20,1154.0,22.1,,
401,Curmătura Tihului,2011.0,,publică UAT,47.14173611111111,25.16568611111111,1480.0,1840.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,21A,1154.0,12.2,,
402,Curmătura Tihului,2011.0,,publică UAT,47.14173611111111,25.16568611111111,1480.0,1840.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,21B,1154.0,27.5,,
403,Curmătura Tihului,2011.0,,publică UAT,47.14173611111111,25.16568611111111,1480.0,1840.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,21C,1151.0,12.8,,
404,Faţa Gardului - Răchitiş,2011.0,,publică UAT,47.12243888888889,25.26708611111111,1450.0,1780.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,23A,1151.0,26.8,,
405,Faţa Gardului - Răchitiş,2011.0,,publică UAT,47.12243888888889,25.26708611111111,1450.0,1780.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,56,1151.0,34.7,,
406,Faţa Gardului - Răchitiş,2011.0,,publică UAT,47.12243888888889,25.26708611111111,1450.0,1780.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,57A,1153.0,19.6,,
407,Faţa Gardului - Răchitiş,2011.0,,publică UAT,47.12243888888889,25.26708611111111,1450.0,1780.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,57B,1153.0,30.8,,
408,Faţa Gardului - Răchitiş,2011.0,,publică UAT,47.12243888888889,25.26708611111111,1450.0,1780.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,57C,1153.0,0.9,,
409,Faţa Gardului - Răchitiş,2011.0,,publică UAT,47.12243888888889,25.26708611111111,1450.0,1780.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,58A,1151.0,14.3,,
410,Faţa Gardului - Răchitiş,2011.0,,publică UAT,47.12243888888889,25.26708611111111,1450.0,1780.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,58B,1153.0,6.5,,
411,Faţa Gardului - Răchitiş,2011.0,,publică UAT,47.12243888888889,25.26708611111111,1450.0,1780.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,58E,1153.0,1.3,,
412,Faţa Gardului - Răchitiş,2011.0,,publică UAT,47.12243888888889,25.26708611111111,1450.0,1780.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,59A,1151.0,21.3,,
413,Faţa Gardului - Răchitiş,2011.0,,publică UAT,47.12243888888889,25.26708611111111,1450.0,1780.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,59B,1151.0,15.0,,
414,Faţa Gardului - Răchitiş,2011.0,,publică UAT,47.12243888888889,25.26708611111111,1450.0,1780.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,59C,1151.0,3.8,,
415,Faţa Gardului - Răchitiş,2011.0,,publică UAT,47.12243888888889,25.26708611111111,1450.0,1780.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,60A,1151.0,23.9,,
416,Faţa Gardului - Răchitiş,2011.0,,publică UAT,47.12243888888889,25.26708611111111,1450.0,1780.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,60B,1151.0,28.3,,
417,Faţa Gardului - Răchitiş,2011.0,,publică UAT,47.12243888888889,25.26708611111111,1450.0,1780.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,63A,1153.0,16.9,,
418,Faţa Gardului - Răchitiş,2011.0,,publică UAT,47.12243888888889,25.26708611111111,1450.0,1780.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,63B,1153.0,14.5,,
419,Faţa Gardului - Răchitiş,2011.0,,publică UAT,47.12243888888889,25.26708611111111,1450.0,1780.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,63C,1153.0,2.6,,
420,Faţa Gardului - Răchitiş,2011.0,,publică UAT,47.12243888888889,25.26708611111111,1450.0,1780.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,63D,1153.0,0.9,,
421,Faţa Gardului - Răchitiş,2011.0,,publică UAT,47.12243888888889,25.26708611111111,1450.0,1780.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,64A,1151.0,33.4,,
422,Faţa Gardului - Răchitiş,2011.0,,publică UAT,47.12243888888889,25.26708611111111,1450.0,1780.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,64B,1141.0,15.3,,
423,Faţa Gardului - Răchitiş,2011.0,,publică UAT,47.12243888888889,25.26708611111111,1450.0,1780.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,65A,1111.0,1.8,,
424,Faţa Gardului - Răchitiş,2011.0,,publică UAT,47.12243888888889,25.26708611111111,1450.0,1780.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,65C,1114.0,29.7,,
425,Curmătura Tihului,2011.0,,publică UAT,47.14833888888889,25.13179166666667,1400.0,1650.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,164C,1111.0,6.9,,
426,Curmătura Tihului,2011.0,,publică UAT,47.14833888888889,25.13179166666667,1400.0,1650.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,164E,1111.0,0.8,,
427,Curmătura Tihului,2011.0,,publică UAT,47.14833888888889,25.13179166666667,1400.0,1650.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,164F,1114.0,4.5,,
428,Curmătura Tihului,2011.0,,publică UAT,47.14833888888889,25.13179166666667,1400.0,1650.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,164G,1152.0,5.9,,
429,Curmătura Tihului,2011.0,,publică UAT,47.14833888888889,25.13179166666667,1400.0,1650.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,164H,1152.0,2.1,,
430,Curmătura Tihului,2011.0,,publică UAT,47.14833888888889,25.13179166666667,1400.0,1650.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,165C,1114.0,6.0,,
431,Curmătura Tihului,2011.0,,publică UAT,47.14833888888889,25.13179166666667,1400.0,1650.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,165D,1152.0,6.3,,
432,Curmătura Tihului,2011.0,,publică UAT,47.14833888888889,25.13179166666667,1400.0,1650.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,165E,1152.0,6.9,,
433,Curmătura Tihului,2011.0,,publică UAT,47.14833888888889,25.13179166666667,1400.0,1650.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,165F,1152.0,4.1,,
434,Curmătura Tihului,2011.0,,publică UAT,47.14833888888889,25.13179166666667,1400.0,1650.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,169C,1152.0,4.9,,
435,Curmătura Tihului,2011.0,,publică UAT,47.14833888888889,25.13179166666667,1400.0,1650.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,174A,1114.0,13.6,,
436,Curmătura Tihului,2011.0,,publică UAT,47.14833888888889,25.13179166666667,1400.0,1650.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,175A,1152.0,38.7,,
437,Curmătura Tihului,2011.0,,publică UAT,47.14833888888889,25.13179166666667,1400.0,1650.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,176A,1114.0,19.2,,
438,Curmătura Tihului,2011.0,,publică UAT,47.14833888888889,25.13179166666667,1400.0,1650.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,176B,1152.0,2.4,,
439,Curmătura Tihului,2011.0,,publică UAT,47.14833888888889,25.13179166666667,1400.0,1650.0,Suceava,comuna Mărişelu/ O.S.Valea Şieului RA,IV,177C,1152.0,4.9,,
440,PN P. Craiului,2014.0,,Privată PJ,45.45585277777778,25.184605555555557,1300.0,1450.0,Argeş,AOS CARPATHIA,I PIATRA CRAIULUI,179B,1343.0,21.3,,
441,PN P. Craiului,2014.0,,Privată PJ,45.45183333333333,25.18539722222222,1300.0,1450.0,Argeş,AOS CARPATHIA,I PIATRA CRAIULUI,180,1343.0,16.8,,
442,PN P. Craiului,2014.0,,Privată PJ,45.449175,25.184541666666668,1100.0,1350.0,Argeş,AOS CARPATHIA,I PIATRA CRAIULUI,181A,1343.0,3.5,,
443,PN P. Craiului,2014.0,,Privată PJ,45.44895555555555,25.186105555555557,1300.0,1350.0,Argeş,AOS CARPATHIA,I PIATRA CRAIULUI,181B,1343.0,1.5,,
444,PN P. Craiului,2014.0,,Privată PJ,45.44691666666667,25.185844444444445,1050.0,1300.0,Argeş,AOS CARPATHIA,I PIATRA CRAIULUI,184B,1343.0,4.8,,
445,PN P. Craiului,2014.0,,Privată PJ,45.42746111111111,25.195800000000002,780.0,1150.0,Argeş,AOS CARPATHIA,I PIATRA CRAIULUI,188B(E),1343.0,12.0,,
446,PN P. Craiului,2014.0,,Privată PJ,45.42359444444444,25.195194444444446,800.0,1350.0,Argeş,AOS CARPATHIA,I PIATRA CRAIULUI,189,1343.0,22.2,,
447,Ciucaș,2013.0,,publică UAT,46.64989166666667,24.33948611111111,1050.0,1430.0,Brașov,RPLP Kronstadt RA,I Ciucaș,46A,1341.0,30.1,,
448,Ciucaș,2013.0,,publică UAT,46.649319444444444,24.333441666666666,1150.0,1360.0,Brașov,RPLP Kronstadt RA,I Ciucaș,47A,1341.0,6.1,,
449,Ciucaș,2013.0,,publică UAT,46.65313333333333,24.330661111111112,1250.0,1490.0,Brașov,RPLP Kronstadt RA,I Ciucaș,47B,1343.0,15.9,,
450,Ciucaș,2013.0,,publică UAT,46.64836388888889,24.331108333333333,1035.0,1500.0,Brașov,RPLP Kronstadt RA,I Ciucaș,48A,1341.0,58.1,,
451,Ciucaș,2013.0,,publică UAT,46.64402222222222,24.336433333333332,1035.0,1390.0,Brașov,RPLP Kronstadt RA,I Ciucaș,49B,1341.0,18.7,,
452,Ciucaș,2013.0,,publică UAT,46.644663888888886,24.330861111111112,1310.0,1435.0,Brașov,RPLP Kronstadt RA,I Ciucaș,49C,1343.0,10.3,,
453,Ciucaș,2013.0,,publică UAT,46.64567777777778,24.331825,1330.0,1375.0,Brașov,RPLP Kronstadt RA,I Ciucaș,49D,1341.0,1.4,,
454,Ciucaș,2013.0,,publică UAT,46.64341388888889,24.323944444444443,1100.0,1580.0,Brașov,RPLP Kronstadt RA,I Ciucaș,54A,1343.0,66.5,,
455,Ciucaș,2013.0,,publică UAT,46.63844722222222,24.32576388888889,1100.0,1100.0,Brașov,RPLP Kronstadt RA,I Ciucaș,54B,1311.0,2.3,,
456,Ciucaș,2013.0,,publică UAT,46.662441666666666,24.347244444444442,1110.0,1610.0,Brașov,RPLP Kronstadt RA,I Ciucaș,37,1343.0,27.9,,
457,Ciucaș,2013.0,,publică UAT,46.65845833333333,24.34455833333333,1100.0,1625.0,Brașov,RPLP Kronstadt RA,I Ciucaș,38A,1161.0,57.8,,
458,Ciucaș,2013.0,,publică UAT,46.65045833333333,24.344849999999997,1035.0,1310.0,Brașov,RPLP Kronstadt RA,I Ciucaș,44B,1343.0,18.1,,
459,Ciucaș,2013.0,,publică UAT,46.65517777777777,24.335124999999998,1210.0,1675.0,Brașov,RPLP Kronstadt RA,I Ciucaș,45A,1161.0,57.2,,
460,Doftana,2013.0,,publică UAT,46.52183888888889,24.23700277777778,1250.0,1450.0,Brașov,RPLP Kronstadt RA,II Târlung,47B,4114.0,10.8,,
461,Doftana,2013.0,,publică UAT,46.51846944444444,24.23578611111111,1250.0,1450.0,Brașov,RPLP Kronstadt RA,II Târlung,48B,4114.0,29.1,,
462,Doftana,2013.0,,publică UAT,46.51376944444444,24.236825,1250.0,1450.0,Brașov,RPLP Kronstadt RA,II Târlung,49B,4114.0,17.1,,
463,Bărc,2014.0,,publică UAT,45.56136111111111,25.284986111111113,850.0,1100.0,Brașov,RPLP PIATRA CRAIULUI RA,II ZARNESTI,4,1321.0,31.7,,
464,Bărc,2014.0,,publică UAT,45.56123611111111,25.278005555555556,890.0,1100.0,Brașov,RPLP PIATRA CRAIULUI RA,II ZARNESTI,5A,2211.0,11.1,,
465,Bărc,2014.0,,publică UAT,45.56083333333333,25.27921111111111,1000.0,1000.0,Brașov,RPLP PIATRA CRAIULUI RA,II ZARNESTI,5C,2211.0,0.2,,
466,Culmea Banciului,2015.0,,Privată PJ,45.97805555555556,24.473055555555554,1150.0,1450.0,Brașov,Comp Piciorul Bătrân / OS Păd. Făgăraşului,I,65 A,1342.0,12.3,,
467,Culmea Banciului,2015.0,,Privată PJ,45.98361111111111,24.46722222222222,1350.0,1700.0,Brașov,Comp Piciorul Bătrân / OS Păd. Făgăraşului,I,66 A,1153.0,11.7,,
468,Culmea Banciului,2015.0,,Privată PJ,45.9825,24.461666666666666,1350.0,1600.0,Brașov,Comp Piciorul Bătrân / OS Păd. Făgăraşului,I,67 A,1153.0,7.7,,
469,Culmea Banciului,2015.0,,Privată PJ,45.98027777777778,24.460277777777776,1300.0,1750.0,Brașov,Comp Piciorul Bătrân / OS Păd. Făgăraşului,I,68 B,1153.0,27.8,,
470,Culmea Banciului,2015.0,,Privată PJ,45.975833333333334,24.465,1250.0,1500.0,Brașov,Comp Piciorul Bătrân / OS Păd. Făgăraşului,I,69 B,1153.0,11.1,,
471,Culmea Banciului,2015.0,,Privată PJ,45.978611111111114,24.46944444444444,1200.0,1350.0,Brașov,Comp Piciorul Bătrân / OS Păd. Făgăraşului,I,65 B,1342.0,2.6,,
472,Culmea Banciului,2015.0,,Privată PJ,45.984722222222224,24.47083333333333,1650.0,1650.0,Brașov,Comp Piciorul Bătrân / OS Păd. Făgăraşului,I,65 E,1153.0,1.9,,
473,Culmea Banciului,2015.0,,Privată PJ,45.98305555555556,24.464166666666667,1350.0,1650.0,Brașov,Comp Piciorul Bătrân / OS Păd. Făgăraşului,I,66 E,1153.0,5.9,,
474,Culmea Banciului,2015.0,,Privată PJ,45.98583333333333,24.46611111111111,1550.0,1700.0,Brașov,Comp Piciorul Bătrân / OS Păd. Făgăraşului,I,66 D,1153.0,0.7,,
475,Culmea Banciului,2015.0,,Privată PJ,45.985,24.46527777777778,1500.0,1650.0,Brașov,Comp Piciorul Bătrân / OS Păd. Făgăraşului,I,66 C,1153.0,3.0,,
476,Culmea Banciului,2015.0,,Privată PJ,45.98388888888889,24.46611111111111,1350.0,1700.0,Brașov,Comp Piciorul Bătrân / OS Păd. Făgăraşului,I,66 B,1153.0,3.8,,
477,Culmea Banciului,2015.0,,Privată PJ,45.98222222222223,24.46,1350.0,1600.0,Brașov,Comp Piciorul Bătrân / OS Păd. Făgăraşului,I,67 B,1153.0,2.1,,
478,Culmea Banciului,2015.0,,Privată PJ,45.98388888888889,24.45861111111111,1500.0,1600.0,Brașov,Comp Piciorul Bătrân / OS Păd. Făgăraşului,I,67 C,1153.0,2.6,,
479,Culmea Banciului,2015.0,,Privată PJ,45.98166666666667,24.460833333333333,1350.0,1600.0,Brașov,Comp Piciorul Bătrân / OS Păd. Făgăraşului,I,68 D,1153.0,1.9,,
480,Culmea Banciului,2015.0,,Privată PJ,45.97833333333333,24.460833333333333,1550.0,1550.0,Brașov,Comp Piciorul Bătrân / OS Păd. Făgăraşului,I,68 C,1153.0,0.7,,
481,Culmea Banciului,2015.0,,Privată PJ,45.97833333333333,24.467499999999998,1200.0,1400.0,Brașov,Comp Piciorul Bătrân / OS Păd. Făgăraşului,I,68 A,1342.0,2.9,,
482,Culmea Banciului,2015.0,,Privată PJ,45.97694444444445,24.46722222222222,1200.0,1400.0,Brașov,Comp Piciorul Bătrân / OS Păd. Făgăraşului,I,69 A,1342.0,5.4,,
483,Culmea Banciului,2015.0,,Privată PJ,45.980000000000004,24.468888888888888,1300.0,1500.0,Brașov,Comp Piciorul Bătrân / OS Păd. Făgăraşului,I,65 C,1114.0,8.4,,
484,Stânişoara,2016.0,,Privată PJ,45.628372222222225,25.043333333333337,900.0,1200.0,Brașov,Comp Plaiul Manului Ilieni / OS Păd. Făgăraşului,I,106 A,2231.0,18.8,,
485,Stânişoara,2016.0,,Privată PJ,45.64694444444444,25.051111111111112,850.0,1200.0,Brașov,Comp Plaiul Manului Ilieni / OS Păd. Făgăraşului,I,116 B,4141.0,10.7,,
486,Stânişoara,2016.0,,Privată PJ,45.64694444444444,25.051111111111112,780.0,1050.0,Brașov,Comp Plaiul Manului Ilieni / OS Păd. Făgăraşului,I,117 A,1341.0,22.8,,
487,Stânişoara,2016.0,,Privată PJ,45.64694444444444,25.051111111111112,760.0,1100.0,Brașov,Comp Plaiul Manului Ilieni / OS Păd. Făgăraşului,I,118 A,1341.0,24.9,,
488,Stânişoara,2016.0,,Privată PJ,45.628372222222225,25.043333333333337,890.0,1200.0,Brașov,Comp Plaiul Manului Ilieni / OS Păd. Făgăraşului,I,105 A,2231.0,13.8,,
489,Stânişoara,2016.0,,Privată PJ,45.628372222222225,25.043333333333337,1150.0,1300.0,Brașov,Comp Plaiul Manului Ilieni / OS Păd. Făgăraşului,I,105 B,1331.0,11.3,,
490,Stânişoara,2016.0,,Privată PJ,45.628372222222225,25.043333333333337,1350.0,1350.0,Brașov,Comp Plaiul Manului Ilieni / OS Păd. Făgăraşului,I,105 F,4151.0,0.7,,
491,Stânişoara,2016.0,,Privată PJ,45.628372222222225,25.043333333333337,1300.0,1400.0,Brașov,Comp Plaiul Manului Ilieni / OS Păd. Făgăraşului,I,105 E,1141.0,2.1,,
492,Stânişoara,2016.0,,Privată PJ,45.628372222222225,25.043333333333337,1450.0,1550.0,Brașov,Comp Plaiul Manului Ilieni / OS Păd. Făgăraşului,I,105 D,1141.0,1.3,,
493,Stânişoara,2016.0,,Privată PJ,45.628372222222225,25.043333333333337,1400.0,1400.0,Brașov,Comp Plaiul Manului Ilieni / OS Păd. Făgăraşului,I,106 C,1141.0,0.7,,
494,Stânişoara,2016.0,,Privată PJ,45.628372222222225,25.043333333333337,1200.0,1400.0,Brașov,Comp Plaiul Manului Ilieni / OS Păd. Făgăraşului,I,106 B,2231.0,16.8,,
495,Stânişoara,2016.0,,Privată PJ,45.628372222222225,25.043333333333337,1200.0,1250.0,Brașov,Comp Plaiul Manului Ilieni / OS Păd. Făgăraşului,I,107 B,2212.0,1.7,,
496,Stânişoara,2016.0,,Privată PJ,45.64694444444444,25.051111111111112,1150.0,1300.0,Brașov,Comp Plaiul Manului Ilieni / OS Păd. Făgăraşului,I,116 D,4141.0,8.5,,
497,Stânişoara,2016.0,,Privată PJ,45.64694444444444,25.051111111111112,850.0,900.0,Brașov,Comp Plaiul Manului Ilieni / OS Păd. Făgăraşului,I,116 E,4141.0,1.2,,
498,Stânişoara,2016.0,,Privată PJ,45.64694444444444,25.051111111111112,810.0,880.0,Brașov,Comp Plaiul Manului Ilieni / OS Păd. Făgăraşului,I,116 A,1331.0,0.7,,
499,Stânişoara,2016.0,,Privată PJ,45.64694444444444,25.051111111111112,770.0,770.0,Brașov,Comp Plaiul Manului Ilieni / OS Păd. Făgăraşului,I,117 V,,0.8,,
500,Stânişoara,2016.0,,Privată PJ,45.64694444444444,25.051111111111112,880.0,1300.0,Brașov,Comp Plaiul Manului Ilieni / OS Păd. Făgăraşului,I,117 B,1341.0,14.0,,
501,Pr. Calului,2015.0,,Privată PJ,45.82222222222222,24.492222222222225,1200.0,1700.0,Brașov,Comp Zănoaga / OS Păd. Făgăraşului,I,49,1153.0,27.3,,
502,Pr. Calului,2015.0,,Privată PJ,45.82277777777778,24.484166666666667,1300.0,1750.0,Brașov,Comp Zănoaga / OS Păd. Făgăraşului,I,51,1153.0,21.0,,
503,Pr. Calului,2015.0,,Privată PJ,45.82055555555556,24.488333333333333,1250.0,1750.0,Brașov,Comp Zănoaga / OS Păd. Făgăraşului,I,50 A,1153.0,20.5,,
504,Pr. Calului,2015.0,,Privată PJ,45.819722222222225,24.498611111111114,1200.0,1500.0,Brașov,Comp Zănoaga / OS Păd. Făgăraşului,I,48 B,1114.0,15.5,,
505,Pr. Calului,2015.0,,Privată PJ,45.81916666666667,24.503611111111113,1100.0,1300.0,Brașov,Comp Zănoaga / OS Păd. Făgăraşului,I,47 C,1341.0,4.8,,
506,Pr. Calului,2015.0,,Privată PJ,45.82027777777778,24.50111111111111,1200.0,1300.0,Brașov,Comp Zănoaga / OS Păd. Făgăraşului,I,47 B,1114.0,0.4,,
507,Belia Mare,2015.0,,Privată PJ,45.62995,24.96042222222222,1200.0,1400.0,Brașov,Comp. Hârtop Baba / OS Păd. Făgăraşului,I,71A,1331.0,3.6,,
508,Belia Mare,2015.0,,Privată PJ,45.62995,24.96042222222222,1250.0,1700.0,Brașov,Comp. Hârtop Baba / OS Păd. Făgăraşului,I,71B,1153.0,69.8,,
