Nr. crt.,Numele padurii virgine si/sau cvasivirgine,"Fundamentat in baza Amenaj silvic, editia","Fundamentat in baza Studiu de fundam, editia",Tipul de proprietate,Latitude,Longitude,Altitudine min,Altitudine max,Localizare administrativa Judet,Detinator Admin OS/OSP,UP,u.a.,TP,S (ha),din care: suprafete care nu corespund criteriului de naturalitate u.a.,din care: suprafete care nu corespund criteriului de naturalitate S (ha)
7,Boceasa,2015.0,,publică stat,46.685963888888885,22.762619444444443,1550.0,1600.0,Bihor,OS Remeţi,I Boceasa,80C,1154.0,9.0,,
8,Boceasa,2015.0,,publică stat,46.68261666666666,22.766175,1500.0,1600.0,Bihor,OS Remeţi,I Boceasa,81C,1154.0,17.31,,
9,Boceasa,2015.0,,publică stat,46.68029166666666,22.751258333333332,1500.0,1600.0,Bihor,OS Remeţi,I Boceasa,82C,1154.0,9.62,,
10,Boceasa,2015.0,,publică stat,46.681108333333334,22.74678888888889,1400.0,1600.0,Bihor,OS Remeţi,I Boceasa,83C,1154.0,55.33,,
11,Boceasa,2015.0,,publică stat,46.686769444444444,22.735608333333335,1450.0,1600.0,Bihor,OS Remeţi,I Boceasa,84E,1154.0,14.56,,
12,Boceasa,2015.0,,publică stat,46.68494722222222,22.737077777777777,1500.0,1550.0,Bihor,OS Remeţi,I Boceasa,84F,1154.0,6.66,,
13,Boceasa,2015.0,,publică stat,46.68501111111111,22.74032777777778,1500.0,1600.0,Bihor,OS Remeţi,I Boceasa,85B,1154.0,15.56,,
14,Boceasa,2015.0,,publică stat,46.694824999999994,22.7376,1450.0,1600.0,Bihor,OS Remeţi,I Boceasa,91B,1153.0,7.37,,
15,Boceasa,2015.0,,publică stat,46.70135555555556,22.71045833333333,1250.0,1550.0,Bihor,OS Remeţi,I Boceasa,140A,1162.0,61.8,,
16,Boceasa,2015.0,,publică stat,46.67776666666666,22.710569444444445,1450.0,1700.0,Bihor,OS Remeţi,I Boceasa,145,1152.0,19.62,,
17,Boceasa,2015.0,,publică stat,46.6658,22.704044444444445,1450.0,1600.0,Bihor,OS Remeţi,I Boceasa,149B,1153.0,15.11,,
18,Boceasa,2015.0,,publică stat,46.662869444444446,22.697530555555556,1300.0,1600.0,Bihor,OS Remeţi,I Boceasa,150B,1142.0,16.55,,
19,Boceasa,2015.0,,publică stat,46.659838888888885,22.698847222222224,1450.0,1650.0,Bihor,OS Remeţi,I Boceasa,150C,1154.0,25.93,,
20,Boceasa,2015.0,,publică stat,46.665083333333335,22.6955,1450.0,1550.0,Bihor,OS Remeţi,I Boceasa,151E,1142.0,13.79,,
21,Boceasa,2015.0,,publică stat,46.659324999999995,22.686669444444444,1450.0,1550.0,Bihor,OS Remeţi,I Boceasa,155D,1154.0,8.89,,
22,Iadolina ,2015.0,,publică stat,46.74601666666667,22.570425,840.0,1000.0,Bihor,OS Remeţi,IV Iadolina,95B,4114.0,13.5,,
23,Iadolina ,2015.0,,publică stat,46.72539722222223,22.57056111111111,850.0,850.0,Bihor,OS Remeţi,IV Iadolina,106B,2212.0,5.6,,
24,Iadolina ,2015.0,,publică stat,46.729977777777776,22.564091666666666,790.0,920.0,Bihor,OS Remeţi,IV Iadolina,107A,1342.0,3.52,,
25,Iadolina ,2015.0,,publică stat,46.72365555555556,22.567386111111112,940.0,940.0,Bihor,OS Remeţi,IV Iadolina,108B,2212.0,9.76,,
26,Iadolina ,2015.0,,publică stat,46.721783333333335,22.571,850.0,850.0,Bihor,OS Remeţi,IV Iadolina,110B,1341.0,9.73,,
27,Iadolina ,2015.0,,publică stat,46.71980277777778,22.57545,830.0,930.0,Bihor,OS Remeţi,IV Iadolina,111A,1341.0,8.6,,
28,Valea Iadului ,2015.0,,publică stat,46.71320277777778,22.59698333333333,870.0,950.0,Bihor,OS Remeţi,V Valea Iadului ,55A,1341.0,4.91,,
29,Valea Iadului ,2015.0,,publică stat,46.711575,22.584455555555554,870.0,1020.0,Bihor,OS Remeţi,V Valea Iadului ,56C,1342.0,9.3,,
30,Valea Iadului ,2015.0,,publică stat,46.71303888888889,22.58523333333333,830.0,1000.0,Bihor,OS Remeţi,V Valea Iadului ,58A,1342.0,9.4,,
31,Valea Iadului ,2015.0,,publică stat,46.71621944444445,22.575752777777776,800.0,1010.0,Bihor,OS Remeţi,V Valea Iadului ,59A,1342.0,17.82,,
32,Valea Iadului ,2015.0,,publică stat,46.726530555555556,22.567905555555555,740.0,740.0,Bihor,OS Remeţi,V Valea Iadului ,66B,4115.0,9.94,,
33,Valea Iadului ,2015.0,,publică stat,46.800663888888884,22.55363888888889,770.0,920.0,Bihor,OS Remeţi,V Valea Iadului ,97A,4111.0,4.33,,
34,Valea Iadului ,2015.0,,publică stat,46.733497222222226,22.555005555555557,720.0,980.0,Bihor,OS Remeţi,V Valea Iadului ,68A,4115.0,21.65,,
35,Valea Iadului ,2015.0,,publică stat,46.73785277777778,22.565427777777778,710.0,800.0,Bihor,OS Remeţi,V Valea Iadului ,70A,4115.0,2.97,,
36,Valea Iadului ,2015.0,,publică stat,46.74231666666667,22.55603888888889,690.0,820.0,Bihor,OS Remeţi,V Valea Iadului ,71A,4115.0,12.67,,
37,Valea Iadului ,2015.0,,publică stat,46.798494444444444,22.563530555555555,570.0,850.0,Bihor,OS Remeţi,V Valea Iadului ,90A,4114.0,17.67,,
38,Valea Iadului ,2015.0,,publică stat,46.80208333333333,22.566108333333332,570.0,810.0,Bihor,OS Remeţi,V Valea Iadului ,91A,4111.0,17.13,,
39,Valea Iadului ,2015.0,,publică stat,46.80358333333333,22.573552777777778,570.0,700.0,Bihor,OS Remeţi,V Valea Iadului ,92A,4111.0,5.02,,
40,Valea Iadului ,2015.0,,publică stat,46.810475,22.57595,570.0,790.0,Bihor,OS Remeţi,V Valea Iadului ,93,4114.0,16.11,,
41,Valea Iadului ,2015.0,,publică stat,46.80858333333333,22.573355555555555,640.0,910.0,Bihor,OS Remeţi,V Valea Iadului ,105,4115.0,8.79,,
42,Valea Iadului ,2015.0,,publică stat,46.81556944444444,22.569519444444445,800.0,890.0,Bihor,OS Remeţi,V Valea Iadului ,106A,4111.0,21.56,,
43,Valea Iadului ,2015.0,,publică stat,46.811749999999996,22.566211111111112,640.0,880.0,Bihor,OS Remeţi,V Valea Iadului ,106C,4114.0,6.81,,
44,Valea Iadului ,2015.0,,publică stat,46.811975,22.575280555555555,570.0,820.0,Bihor,OS Remeţi,V Valea Iadului ,107A,4115.0,28.34,,
45,Valea Iadului ,2015.0,,publică stat,46.815999999999995,22.572569444444444,770.0,860.0,Bihor,OS Remeţi,V Valea Iadului ,107B,4111.0,4.62,,
46,Valea Iadului ,2015.0,,publică stat,46.81244722222222,22.578802777777778,570.0,740.0,Bihor,OS Remeţi,V Valea Iadului ,108A,4115.0,14.21,,
47,Valea Iadului ,2015.0,,publică stat,46.81494166666666,22.573933333333333,570.0,860.0,Bihor,OS Remeţi,V Valea Iadului ,108B,4111.0,19.64,,
48,Valea Iadului ,2015.0,,publică stat,46.81478055555555,22.579369444444445,520.0,750.0,Bihor,OS Remeţi,V Valea Iadului ,109A,4115.0,16.66,,
49,Valea Iadului ,2015.0,,publică stat,46.816336111111106,22.57738611111111,570.0,750.0,Bihor,OS Remeţi,V Valea Iadului ,109B,4141.0,9.09,,
50,Valea Iadului ,2015.0,,publică stat,46.81677777777778,22.577302777777778,660.0,890.0,Bihor,OS Remeţi,V Valea Iadului ,109C,4141.0,15.42,,
51,Og. Ursului,2014.0,,publică stat,45.25579722222222,22.580577777777776,1000.0,1250.0,Caraş Severin,OS Teregova,III,76A,4141.0,15.1,,
52,Og. Ursului,2014.0,,publică stat,45.25732222222222,22.57859722222222,1300.0,1350.0,Caraş Severin,OS Teregova,III,76B,4161.0,7.04,,
53,Og. Ursului,2014.0,,publică stat,45.25871388888889,22.583891666666666,1150.0,1350.0,Caraş Severin,OS Teregova,III,77A,4161.0,8.98,,
54,Og. Ursului,2014.0,,publică stat,45.262166666666666,22.585619444444443,1100.0,1350.0,Caraş Severin,OS Teregova,III,78A,4161.0,11.17,,
55,Og. Ursului,2014.0,,publică stat,45.26405277777778,22.5822,1250.0,1350.0,Caraş Severin,OS Teregova,III,78B,1141.0,4.03,,
56,Og. Ursului,2014.0,,publică stat,45.265366666666665,22.585047222222222,1150.0,1250.0,Caraş Severin,OS Teregova,III,78C,4161.0,4.42,,
57,Og. Ursului,2014.0,,publică stat,45.26732777777778,22.584705555555555,1150.0,1250.0,Caraş Severin,OS Teregova,III,79A,4161.0,15.89,,
58,Og. Ursului,2014.0,,publică stat,45.26699166666666,22.581455555555554,1250.0,1350.0,Caraş Severin,OS Teregova,III,79B,1141.0,4.46,,
59,Og. Ursului,2014.0,,publică stat,45.270325,22.583058333333334,1150.0,1350.0,Caraş Severin,OS Teregova,III,80A,1153.0,26.39,,
60,Og. Ursului,2014.0,,publică stat,45.27385833333333,22.582277777777776,1200.0,1400.0,Caraş Severin,OS Teregova,III,81A,1153.0,14.33,,
61,Manioasa,2014.0,,publică stat,45.25168611111111,22.58223611111111,1050.0,1350.0,Caraş Severin,OS Teregova,IV,85A,4161.0,14.54,,
62,Manioasa,2014.0,,publică stat,45.25038333333333,22.584852777777776,1300.0,1400.0,Caraş Severin,OS Teregova,IV,85B,1153.0,6.22,,
63,Manioasa,2014.0,,publică stat,45.25285,22.583972222222222,1050.0,1350.0,Caraş Severin,OS Teregova,IV,86A,4161.0,17.64,,
64,Manioasa,2014.0,,publică stat,45.251247222222226,22.58629722222222,1300.0,1400.0,Caraş Severin,OS Teregova,IV,86B,1153.0,2.14,,
65,Manioasa,2014.0,,publică stat,45.25353888888889,22.586088888888888,1100.0,1300.0,Caraş Severin,OS Teregova,IV,87A,4161.0,6.21,,
66,Manioasa,2014.0,,publică stat,45.25508333333333,22.586558333333333,1100.0,1300.0,Caraş Severin,OS Teregova,IV,87B,4161.0,4.33,,
67,Manioasa,2014.0,,publică stat,45.25745,22.588541666666664,1100.0,1200.0,Caraş Severin,OS Teregova,IV,87C,4161.0,9.66,,
68,Manioasa,2014.0,,publică stat,45.25872777777778,22.59178611111111,1100.0,1350.0,Caraş Severin,OS Teregova,IV,87D,4161.0,8.87,,
69,Manioasa,2014.0,,publică stat,45.25613611111111,22.59016944444444,1400.0,1450.0,Caraş Severin,OS Teregova,IV,87E,4161.0,12.61,,
70,Manioasa,2014.0,,publică stat,45.26421944444444,22.5903,1150.0,1350.0,Caraş Severin,OS Teregova,IV,88A,4161.0,27.82,,
71,Manioasa,2014.0,,publică stat,45.26459166666667,22.592744444444442,1300.0,1400.0,Caraş Severin,OS Teregova,IV,88B,4161.0,6.72,,
72,Manioasa,2014.0,,publică stat,45.26773333333333,22.59178888888889,1200.0,1300.0,Caraş Severin,OS Teregova,IV,89A,4161.0,13.52,,
73,Manioasa,2014.0,,publică stat,45.26546666666667,22.591849999999997,1200.0,1300.0,Caraş Severin,OS Teregova,IV,89B,4161.0,2.69,,
74,Manioasa,2014.0,,publică stat,45.27023333333333,22.59230277777778,1250.0,1350.0,Caraş Severin,OS Teregova,IV,90,4161.0,6.68,,
75,Manioasa,2014.0,,publică stat,45.27093055555555,22.591444444444445,1250.0,1350.0,Caraş Severin,OS Teregova,IV,91,4161.0,9.05,,
76,Izv.Mehadicii,2013.0,,publică stat,43.95633611111111,23.852355555555558,1070.0,1260.0,Caraş Severin,O.S. Mehadia,III,143A,4111.0,28.78,,
77,Izv.Mehadicii,2013.0,,publică stat,43.957258333333336,23.847616666666667,1135.0,1135.0,Caraş Severin,O.S. Mehadia,III,143B,4111.0,0.62,,
78,Izv.Mehadicii,2013.0,,publică stat,43.96025277777778,23.847294444444444,1105.0,1110.0,Caraş Severin,O.S. Mehadia,III,144A,4111.0,2.91,,
79,Izv.Mehadicii,2013.0,,publică stat,43.95886111111111,23.855105555555557,1085.0,1255.0,Caraş Severin,O.S. Mehadia,III,144B,4111.0,35.57,,
80,Izv.Mehadicii,2013.0,,publică stat,43.96079166666667,23.8533,1120.0,1120.0,Caraş Severin,O.S. Mehadia,III,144V,,0.41,,
81,Izv.Mehadicii,2013.0,,publică stat,43.959338888888894,23.858733333333333,1135.0,1215.0,Caraş Severin,O.S. Mehadia,III,145A,4111.0,8.77,,
82,Izv.Mehadicii,2013.0,,publică stat,43.96095555555556,23.858991666666668,1130.0,1130.0,Caraş Severin,O.S. Mehadia,III,145V,,0.55,,
83,Izv.Mehadicii,2013.0,,publică stat,43.95462777777778,23.85956388888889,1145.0,1260.0,Caraş Severin,O.S. Mehadia,III,146A,4111.0,30.2,,
84,Izv.Mehadicii,2013.0,,publică stat,43.952172222222224,23.86247777777778,1205.0,1205.0,Caraş Severin,O.S. Mehadia,III,146V,,0.15,,
85,Izv.Mehadicii,2013.0,,publică stat,43.95350833333334,23.868133333333333,1145.0,1285.0,Caraş Severin,O.S. Mehadia,III,147A,4111.0,33.33,,
86,Izv.Mehadicii,2013.0,,publică stat,43.95426666666667,23.86485277777778,1215.0,1215.0,Caraş Severin,O.S. Mehadia,III,147V,,0.36,,
87,Helisag,2015.0,,publică stat,44.98697777777778,22.080713888888887,400.0,720.0,Caraş Severin,O.S. Nera,I,1,4241.0,38.35,,
88,Helisag,2015.0,,publică stat,44.98949722222223,22.077658333333332,410.0,740.0,Caraş Severin,O.S. Nera,I,2,4241.0,49.35,,
89,Boii Mici,2015.0,,publică stat,45.06024444444444,22.02795833333333,760.0,1080.0,Caraş Severin,O.S. Nera,I,121,4111.0,41.17,,
90,Boii Mici,2015.0,,publică stat,45.06047777777778,22.031577777777777,800.0,980.0,Caraş Severin,O.S. Nera,I,122,4111.0,18.86,,
91,Boii Mici,2015.0,,publică stat,45.06017222222222,22.039058333333337,760.0,970.0,Caraş Severin,O.S. Nera,I,123,4111.0,43.4,,
92,Boii Mari,2015.0,,publică stat,45.06139722222222,22.042383333333333,700.0,900.0,Caraş Severin,O.S. Nera,I,124,4111.0,13.73,,
93,Coşava Mică,2015.0,,publică stat,45.06458611111111,22.042622222222224,700.0,970.0,Caraş Severin,O.S. Nera,I,125,4111.0,53.2,,
94,Coşava Mică,2015.0,,publică stat,45.06555833333333,22.040783333333334,740.0,970.0,Caraş Severin,O.S. Nera,I,126,4111.0,25.81,,
95,Coşava Mică,2015.0,,publică stat,45.06641944444444,22.037758333333336,780.0,1010.0,Caraş Severin,O.S. Nera,I,127,4111.0,32.85,,
96,Coşava Mică,2015.0,,publică stat,45.06706944444445,22.03566388888889,780.0,1010.0,Caraş Severin,O.S. Nera,I,128,4111.0,46.56,,
97,Coşava Mică,2015.0,,publică stat,45.068938888888894,22.021952777777777,830.0,1020.0,Caraş Severin,O.S. Nera,I,129,4111.0,28.4,,
98,Coşava Mică,2015.0,,publică stat,45.07523611111112,22.020799999999998,790.0,1020.0,Caraş Severin,O.S. Nera,I,130,4111.0,43.39,,
99,Coşava Mică,2015.0,,publică stat,45.07796944444445,22.022569444444443,790.0,1010.0,Caraş Severin,O.S. Nera,I,131,4111.0,29.63,,
100,Coşava Mică,2015.0,,publică stat,45.08014722222222,22.01819722222222,830.0,1110.0,Caraş Severin,O.S. Nera,I,132,4111.0,55.93,,
101,Coşava Mică,2015.0,,publică stat,45.08175277777778,22.016,880.0,1110.0,Caraş Severin,O.S. Nera,I,133,4111.0,23.69,,
102,Coşava Mică,2015.0,,publică stat,45.08895833333334,22.002444444444443,960.0,1190.0,Caraş Severin,O.S. Nera,I,134,4111.0,38.25,,
103,Coşava Mică,2015.0,,publică stat,45.09510277777778,22.00641111111111,890.0,1200.0,Caraş Severin,O.S. Nera,I,135,4111.0,36.57,,
104,Coşava Mică,2015.0,,publică stat,45.096180555555556,22.006727777777776,900.0,1200.0,Caraş Severin,O.S. Nera,I,136,4111.0,20.66,,
105,Coşava Mică,2015.0,,publică stat,45.096630555555556,22.008619444444445,900.0,1210.0,Caraş Severin,O.S. Nera,I,137,4111.0,58.83,,
106,Coşava Mică,2015.0,,publică stat,45.08707777777778,22.018355555555555,830.0,1090.0,Caraş Severin,O.S. Nera,I,138,4111.0,24.07,,
107,Coşava Mică,2015.0,,publică stat,45.08009722222223,22.02627222222222,780.0,980.0,Caraş Severin,O.S. Nera,I,139,4111.0,28.55,,
108,Coşava Mică,2015.0,,publică stat,45.074244444444446,22.032947222222223,780.0,950.0,Caraş Severin,O.S. Nera,I,140,4111.0,33.06,,
109,Coşava Mare,2015.0,,publică stat,45.11265,22.022416666666665,1150.0,1150.0,Caraş Severin,O.S. Nera,II ,19,4111.0,0.97,,
110,Coşava Mare,2015.0,,publică stat,45.11324166666667,22.022902777777777,1150.0,1200.0,Caraş Severin,O.S. Nera,II ,20,4111.0,1.77,,
111,Coşava Mare,2015.0,,publică stat,45.11236944444445,22.022091666666665,1100.0,1250.0,Caraş Severin,O.S. Nera,II ,24A,4111.0,11.8,,
112,Coşava Mare,2015.0,,publică stat,45.113533333333336,22.023113888888886,1100.0,1100.0,Caraş Severin,O.S. Nera,II ,24B,4111.0,0.75,,
113,Coşava Mare,2015.0,,publică stat,45.1137,22.014961111111113,1100.0,1300.0,Caraş Severin,O.S. Nera,II ,25A,4111.0,44.8,,
114,Coşava Mare,2015.0,,publică stat,45.11458888888889,22.01894722222222,1100.0,1100.0,Caraş Severin,O.S. Nera,II ,25B,4111.0,0.68,,
115,Coşava Mare,2015.0,,publică stat,45.116769444444444,22.012663888888888,1300.0,1300.0,Caraş Severin,O.S. Nera,II ,25C,4114.0,2.27,,
116,Coşava Mare,2015.0,,publică stat,45.117980555555555,22.019225,1100.0,1300.0,Caraş Severin,O.S. Nera,II ,28A,4111.0,28.67,,
117,Coşava Mare,2015.0,,publică stat,45.12043888888889,22.014669444444444,1350.0,1350.0,Caraş Severin,O.S. Nera,II ,28B,4114.0,1.54,,
118,Coşava Mare,2015.0,,publică stat,45.121066666666664,22.02288888888889,1100.0,1300.0,Caraş Severin,O.S. Nera,II ,29A,4111.0,50.29,,
119,Coşava Mare,2015.0,,publică stat,45.12421388888889,22.0158,1300.0,1300.0,Caraş Severin,O.S. Nera,II ,29B,4114.0,1.47,,
120,Coşava Mare,2015.0,,publică stat,45.11713611111111,22.02899722222222,980.0,1150.0,Caraş Severin,O.S. Nera,II ,31,4111.0,6.91,,
121,Coşava Mare,2015.0,,publică stat,45.117780555555555,22.030330555555555,1100.0,1250.0,Caraş Severin,O.S. Nera,II ,32,4111.0,12.18,,
122,Coşava Mare,2015.0,,publică stat,45.11794444444445,22.032905555555555,1150.0,1200.0,Caraş Severin,O.S. Nera,II ,33,4111.0,3.89,,
123,Coşava Mare,2015.0,,publică stat,45.06343888888889,22.055625,630.0,900.0,Caraş Severin,O.S. Nera,II ,52A,4114.0,22.98,,
124,Coşava Mare,2015.0,,publică stat,45.067261111111115,22.053747222222224,720.0,890.0,Caraş Severin,O.S. Nera,II ,52B,4114.0,4.03,,
125,Coşava Mare,2015.0,,publică stat,45.05591944444444,22.060266666666667,740.0,740.0,Caraş Severin,O.S. Nera,II ,52E,4114.0,1.07,,
126,Coşava Mare,2015.0,,publică stat,45.06914166666667,22.05566111111111,670.0,900.0,Caraş Severin,O.S. Nera,II ,53,4111.0,16.5,,
127,Coşava Mare,2015.0,,publică stat,45.07381666666667,22.055386111111112,670.0,920.0,Caraş Severin,O.S. Nera,II ,54A,4111.0,19.7,,
128,Coşava Mare,2015.0,,publică stat,45.06914722222223,22.054361111111113,890.0,890.0,Caraş Severin,O.S. Nera,II ,54B,4111.0,1.54,,
129,Coşava Mare,2015.0,,publică stat,45.07020555555556,22.053730555555557,950.0,950.0,Caraş Severin,O.S. Nera,II ,54C,4111.0,3.67,,
130,Coşava Mare,2015.0,,publică stat,45.072008333333336,22.05350277777778,690.0,1000.0,Caraş Severin,O.S. Nera,II ,55,4111.0,25.26,,
131,Coşava Mare,2015.0,,publică stat,45.07503333333334,22.054591666666667,680.0,1000.0,Caraş Severin,O.S. Nera,II ,56A,4111.0,26.1,,
132,Coşava Mare,2015.0,,publică stat,45.07557777777778,22.052394444444445,970.0,1030.0,Caraş Severin,O.S. Nera,II ,56B,4111.0,4.7,,
133,Coşava Mare,2015.0,,publică stat,45.07581944444445,22.05541388888889,690.0,1000.0,Caraş Severin,O.S. Nera,II ,57,4111.0,26.78,,
134,Coşava Mare,2015.0,,publică stat,45.08113055555556,22.060144444444447,700.0,1050.0,Caraş Severin,O.S. Nera,II ,58A,4111.0,55.76,,
135,Coşava Mare,2015.0,,publică stat,45.08574166666667,22.04926388888889,1050.0,1050.0,Caraş Severin,O.S. Nera,II ,58B,4111.0,7.52,,
136,Coşava Mare,2015.0,,publică stat,45.087386111111115,22.05876388888889,770.0,1050.0,Caraş Severin,O.S. Nera,II ,59A,4111.0,31.04,,
137,Coşava Mare,2015.0,,publică stat,45.0899,22.04749166666667,1050.0,1050.0,Caraş Severin,O.S. Nera,II ,59B,4111.0,0.95,,
138,Coşava Mare,2015.0,,publică stat,45.089797222222224,22.06000277777778,770.0,1000.0,Caraş Severin,O.S. Nera,II ,60,4111.0,34.1,,
139,Coşava Mare,2015.0,,publică stat,45.093672222222224,22.058675,780.0,1000.0,Caraş Severin,O.S. Nera,II ,61,4111.0,36.16,,
140,Coşava Mare,2015.0,,publică stat,45.09633055555556,22.059369444444446,780.0,1000.0,Caraş Severin,O.S. Nera,II ,62A,4111.0,36.02,,
141,Coşava Mare,2015.0,,publică stat,45.09631944444445,22.050427777777777,1050.0,1050.0,Caraş Severin,O.S. Nera,II ,62B,4111.0,0.59,,
142,Coşava Mare,2015.0,,publică stat,45.09656944444445,22.061227777777777,780.0,1050.0,Caraş Severin,O.S. Nera,II ,63,4111.0,38.12,,
143,Coşava Mare,2015.0,,publică stat,45.10447222222222,22.054261111111114,800.0,1250.0,Caraş Severin,O.S. Nera,II ,64,4111.0,49.22,,
144,Coşava Mare,2015.0,,publică stat,45.1051,22.053511111111114,900.0,1150.0,Caraş Severin,O.S. Nera,II ,65A,4111.0,43.12,,
145,Coşava Mare,2015.0,,publică stat,45.106675,22.043322222222223,1100.0,1100.0,Caraş Severin,O.S. Nera,II ,65B,4111.0,3.31,,
146,Coşava Mare,2015.0,,publică stat,45.05215277777778,22.052152777777778,900.0,1150.0,Caraş Severin,O.S. Nera,II ,66,4111.0,34.47,,
147,Coşava Mare,2015.0,,publică stat,45.108450000000005,22.050244444444445,900.0,1150.0,Caraş Severin,O.S. Nera,II ,67A,4111.0,29.28,,
148,Coşava Mare,2015.0,,publică stat,45.107825,22.044394444444446,1150.0,1150.0,Caraş Severin,O.S. Nera,II ,67B,4111.0,3.38,,
149,Coşava Mare,2015.0,,publică stat,45.11066111111111,22.053158333333332,830.0,1150.0,Caraş Severin,O.S. Nera,II ,68A,4111.0,28.87,,
150,Coşava Mare,2015.0,,publică stat,45.11111388888889,22.04319166666667,1150.0,1150.0,Caraş Severin,O.S. Nera,II ,68B,4111.0,1.91,,
151,Coşava Mare,2015.0,,publică stat,45.11510833333333,22.055186111111112,830.0,1200.0,Caraş Severin,O.S. Nera,II ,69,4111.0,25.94,,
152,Coşava Mare,2015.0,,publică stat,45.116725,22.046994444444447,870.0,1250.0,Caraş Severin,O.S. Nera,II ,70A,4111.0,52.95,,
153,Coşava Mare,2015.0,,publică stat,45.114755555555554,22.042055555555557,1200.0,1200.0,Caraş Severin,O.S. Nera,II ,70B,4111.0,0.61,,
154,Coşava Mare,2015.0,,publică stat,45.11886944444444,22.03855,990.0,1250.0,Caraş Severin,O.S. Nera,II ,71,4111.0,28.08,,
155,Coşava Mare,2015.0,,publică stat,45.12209722222222,22.037983333333337,1100.0,1100.0,Caraş Severin,O.S. Nera,II ,72,4111.0,0.4,,
156,Coşava Mare,2015.0,,publică stat,45.12063888888889,22.036244444444446,1200.0,1200.0,Caraş Severin,O.S. Nera,II ,73,4111.0,2.27,,
157,Coşava Mare,2015.0,,publică stat,45.12198333333333,22.037750000000003,1150.0,1150.0,Caraş Severin,O.S. Nera,II ,74,4111.0,2.84,,
158,Coşava Mare,2015.0,,publică stat,45.12347777777778,22.0361,1100.0,1300.0,Caraş Severin,O.S. Nera,II ,75A,4111.0,45.47,,
159,Coşava Mare,2015.0,,publică stat,45.12323611111111,22.037536111111113,1150.0,1200.0,Caraş Severin,O.S. Nera,II ,76,4111.0,0.36,,
160,Coşava Mare,2015.0,,publică stat,45.12586944444445,22.02937777777778,1100.0,1334.0,Caraş Severin,O.S. Nera,II ,77A,4111.0,58.1,,
161,Coşava Mare,2015.0,,publică stat,45.13362222222222,22.02514722222222,1200.0,1250.0,Caraş Severin,O.S. Nera,II ,78A,4111.0,20.2,,
162,Coşava Mare,2015.0,,publică stat,45.135925,22.02284722222222,1260.0,1260.0,Caraş Severin,O.S. Nera,II ,78B,4111.0,1.44,,
163,Coşava Mare,2015.0,,publică stat,45.13275,22.0272,1100.0,1200.0,Caraş Severin,O.S. Nera,II ,79A,4111.0,21.34,,
164,Coşava Mare,2015.0,,publică stat,45.13659722222222,22.024255555555555,1260.0,1260.0,Caraş Severin,O.S. Nera,II ,79B,4111.0,1.45,,
165,Coşava Mare,2015.0,,publică stat,45.1324,22.03251111111111,1200.0,1290.0,Caraş Severin,O.S. Nera,II ,80A,4111.0,31.98,,
166,Coşava Mare,2015.0,,publică stat,45.13742777777778,22.02787777777778,1250.0,1250.0,Caraş Severin,O.S. Nera,II ,80B,4111.0,1.22,,
167,Coşava Mare,2015.0,,publică stat,45.14082222222222,22.029005555555553,1290.0,1290.0,Caraş Severin,O.S. Nera,II ,80C,4114.0,0.4,,
168,Coşava Mare,2015.0,,publică stat,45.13731111111111,22.033025,1250.0,1280.0,Caraş Severin,O.S. Nera,II ,80D,4114.0,3.39,,
169,Coşava Mare,2015.0,,publică stat,45.13130833333334,22.03401388888889,1200.0,1200.0,Caraş Severin,O.S. Nera,II ,80E,4114.0,0.82,,
170,Coşava Mare,2015.0,,publică stat,45.12677222222222,22.034555555555556,1050.0,1250.0,Caraş Severin,O.S. Nera,II ,81A,4111.0,39.34,,
171,Coşava Mare,2015.0,,publică stat,45.125325000000004,22.036294444444447,1050.0,1100.0,Caraş Severin,O.S. Nera,II ,82,4111.0,3.3,,
172,Coşava Mare,2015.0,,publică stat,45.12482777777778,22.038122222222224,940.0,1100.0,Caraş Severin,O.S. Nera,II ,83,4111.0,12.08,,
173,Coşava Mare,2015.0,,publică stat,45.12596111111111,22.037805555555558,1000.0,1100.0,Caraş Severin,O.S. Nera,II ,84,4111.0,13.19,,
174,Coşava Mare,2015.0,,publică stat,45.12525277777778,22.038322222222224,1100.0,1150.0,Caraş Severin,O.S. Nera,II ,85,4111.0,3.82,,
175,Coşava Mare,2015.0,,publică stat,45.12096666666667,22.053430555555558,870.0,1100.0,Caraş Severin,O.S. Nera,II ,86,4111.0,17.32,,
176,Coşava Mare,2015.0,,publică stat,45.12155277777778,22.054077777777778,880.0,1100.0,Caraş Severin,O.S. Nera,II ,87A,4111.0,44.53,,
177,Coşava Mare,2015.0,,publică stat,45.126933333333334,22.04706388888889,1100.0,1200.0,Caraş Severin,O.S. Nera,II ,88A,4111.0,13.49,,
178,Coşava Mare,2015.0,,publică stat,45.12840555555555,22.051044444444447,1100.0,1200.0,Caraş Severin,O.S. Nera,II ,89,4111.0,13.92,,
179,Coşava Mare,2015.0,,publică stat,45.128461111111115,22.05243888888889,900.0,1110.0,Caraş Severin,O.S. Nera,II ,90,4111.0,30.8,,
180,Coşava Mare,2015.0,,publică stat,45.12976944444444,22.04942777777778,1000.0,1100.0,Caraş Severin,O.S. Nera,II ,91,4111.0,2.92,,
181,Coşava Mare,2015.0,,publică stat,45.128797222222225,22.047150000000002,1000.0,1150.0,Caraş Severin,O.S. Nera,II ,92,4111.0,21.24,,
