Nr. crt.,Numele padurii virgine si/sau cvasivirgine,"Fundamentat in baza Amenaj silvic, editia","Fundamentat in baza Studiu de fundam, editia",Tipul de proprietate,Latitude,Longitude,Altitudine min,Altitudine max,Localizare administrativa Judet,Detinator Admin OS/OSP,UP,u.a.,TP,S (ha),din care: suprafete care nu corespund criteriului de naturalitate u.a.,din care: suprafete care nu corespund criteriului de naturalitate S (ha),geometry,tree_cover,loss_year
296,Nerganiţa,2015,,publica stat,45.15529444,22.08203333,1200.0,1300.0,Caras Severin,O.S. Nera,III ,40,4114.0,42.15,,,POINT (22.08203333 45.15529444),79,0
297,Nerganiţa,2015,,publica stat,45.15566944,22.08836111,1200.0,1300.0,Caras Severin,O.S. Nera,III ,41,4114.0,42.62,,,POINT (22.08836111 45.15566944),85,0
298,Nerganiţa,2015,,publica stat,45.15290278,22.09165,1150.0,1350.0,Caras Severin,O.S. Nera,III ,42,4114.0,25.04,,,POINT (22.09165 45.15290278),83,0
299,Nerganiţa,2015,,publica stat,45.14875278,22.09004444,1100.0,1350.0,Caras Severin,O.S. Nera,III ,43A,4114.0,44.65,,,POINT (22.09004444 45.14875278),85,0
300,Nerganiţa,2015,,publica stat,45.14716667,22.09686111,1100.0,1350.0,Caras Severin,O.S. Nera,III ,44,4111.0,28.82,,,POINT (22.09686111 45.14716667),100,0
301,Nerganiţa,2015,,publica stat,45.14514722,22.09995556,1100.0,1300.0,Caras Severin,O.S. Nera,III ,45,4111.0,25.55,,,POINT (22.09995556 45.14514722),100,0
302,Nerganiţa,2015,,publica stat,45.14115278,22.10385278,1050.0,1200.0,Caras Severin,O.S. Nera,III ,46,4111.0,50.63,,,POINT (22.10385278 45.14115278),100,0
303,Nerganiţa,2015,,publica stat,45.13833611,22.10630556,1100.0,1300.0,Caras Severin,O.S. Nera,III ,47,4111.0,23.92,,,POINT (22.10630556 45.13833611),100,0
304,Nerganiţa,2015,,publica stat,45.14669444,22.10504167,1200.0,1400.0,Caras Severin,O.S. Nera,III ,48A,4111.0,18.14,,,POINT (22.10504167 45.14669444),100,0
305,Nerganiţa,2015,,publica stat,45.14823333,22.10929444,1200.0,1350.0,Caras Severin,O.S. Nera,III ,49A,4111.0,44.83,,,POINT (22.10929444 45.14823333),76,0
306,Nerganiţa,2015,,publica stat,45.13513889,22.10690556,1100.0,1200.0,Caras Severin,O.S. Nera,III ,50,4111.0,39.98,,,POINT (22.10690556 45.13513889),100,0
307,Nerganiţa,2015,,publica stat,45.13165833,22.10793889,1100.0,1300.0,Caras Severin,O.S. Nera,III ,51,4111.0,38.19,,,POINT (22.10793889 45.13165833),100,0
308,Nerganiţa,2015,,publica stat,45.12755,22.10118889,1050.0,1200.0,Caras Severin,O.S. Nera,III ,52,4111.0,39.6,,,POINT (22.10118889 45.12755),98,0
309,Nerganiţa,2015,,publica stat,45.12290556,22.09531944,1000.0,1200.0,Caras Severin,O.S. Nera,III ,53,4111.0,45.94,,,POINT (22.09531944 45.12290556),87,0
310,Nerganiţa,2015,,publica stat,45.11760278,22.09083889,950.0,1200.0,Caras Severin,O.S. Nera,III ,54A,4111.0,42.25,,,POINT (22.09083889 45.11760278),96,0
311,Nerganiţa,2015,,publica stat,45.11399444,22.09178611,920.0,1150.0,Caras Severin,O.S. Nera,III ,55A,4111.0,30.87,,,POINT (22.09178611 45.11399444),96,0
312,Nerganiţa,2015,,publica stat,45.10873611,22.08831111,900.0,1150.0,Caras Severin,O.S. Nera,III ,56,4111.0,50.21,,,POINT (22.08831111 45.10873611),97,0
313,Nerganiţa,2015,,publica stat,45.09773056,22.08570556,880.0,1110.0,Caras Severin,O.S. Nera,III ,57,4111.0,37.05,,,POINT (22.08570556 45.09773056),90,0
314,Nerganiţa,2015,,publica stat,45.09616667,22.08740556,840.0,1050.0,Caras Severin,O.S. Nera,III ,58,4111.0,55.77,,,POINT (22.08740556 45.09616667),100,0
315,Nerganiţa,2015,,publica stat,45.093425,22.08541389,840.0,1050.0,Caras Severin,O.S. Nera,III ,59,4111.0,21.25,,,POINT (22.08541389 45.093425),85,0
316,Nerganiţa,2015,,publica stat,45.09085556,22.08310833,840.0,1050.0,Caras Severin,O.S. Nera,III ,60A,4111.0,36.38,,,POINT (22.08310833 45.09085556),85,0
317,Nerganiţa,2015,,publica stat,45.08563611,22.08314167,820.0,1050.0,Caras Severin,O.S. Nera,III ,61A,4111.0,33.25,,,POINT (22.08314167 45.08563611),100,0
318,Nerganiţa,2015,,publica stat,45.07968611,22.08702222,750.0,1050.0,Caras Severin,O.S. Nera,III ,62A,4111.0,45.64,,,POINT (22.08702222 45.07968611),89,0
319,Nerganiţa,2015,,publica stat,45.075325,22.08656389,780.0,920.0,Caras Severin,O.S. Nera,III ,63A,4111.0,26.46,,,POINT (22.08656389 45.075325),90,0
320,Varcipolea,2015,,publica stat,44.83475,22.40896389,920.0,1050.0,Caras Severin,O.S. Nera,V ,88A,4111.0,41.8,,,POINT (22.40896389 44.83475),82,0
321,Varcipolea,2015,,publica stat,44.83310278,22.24222222,930.0,930.0,Caras Severin,O.S. Nera,V ,88B,4114.0,0.64,,,POINT (22.24222222 44.83310278),75,0
322,Varcipolea,2015,,publica stat,44.83606389,22.23698056,950.0,950.0,Caras Severin,O.S. Nera,V ,88C,4114.0,2.12,,,POINT (22.23698056 44.83606389),0,0
323,Straneac,2015,,publica stat,44.813975,22.23155833,950.0,1100.0,Caras Severin,O.S. Nera,V ,111A,4111.0,47.78,,,POINT (22.23155833 44.813975),90,0
324,Straneac,2015,,publica stat,44.82290556,22.222925,940.0,940.0,Caras Severin,O.S. Nera,V ,111B,4111.0,0.23,,,POINT (22.222925 44.82290556),87,0
325,Straneac,2015,,publica stat,44.81692778,22.22279167,940.0,1000.0,Caras Severin,O.S. Nera,V ,112A,4111.0,36.76,,,POINT (22.22279167 44.81692778),85,0
326,Straneac,2015,,publica stat,44.82007778,22.22246389,960.0,960.0,Caras Severin,O.S. Nera,V ,112B,4111.0,0.95,,,POINT (22.22246389 44.82007778),86,0
327,Straneac,2015,,publica stat,44.82703333,22.19778889,980.0,1100.0,Caras Severin,O.S. Nera,V ,120A,4111.0,21.42,,,POINT (22.19778889 44.82703333),100,0
328,Straneac,2015,,publica stat,44.83111111,22.19639722,960.0,1050.0,Caras Severin,O.S. Nera,V ,121A,4111.0,45.05,,,POINT (22.19639722 44.83111111),85,0
329,Straneac,2015,,publica stat,44.83057222,22.19042222,980.0,980.0,Caras Severin,O.S. Nera,V ,121B,4111.0,4.66,,,POINT (22.19042222 44.83057222),100,0
330,Meleia,2015,,publica stat,45.59444444,23.3525,1050.0,1330.0,Hunedoara,O.S. Gradiste,IV,101A,4111.0,21.28,,,POINT (23.3525 45.59444444),89,0
331,Vl. Mica,2015,,publica stat,45.59777778,23.24361111,900.0,1150.0,Hunedoara,O.S. Gradiste,IV,169,4114.0,34.64,,,POINT (23.24361111 45.59777778),89,0
332,Vl. Mica,2015,,publica stat,45.60166667,23.2375,1040.0,1040.0,Hunedoara,O.S. Gradiste,IV,170A,4141.0,8.57,,,POINT (23.2375 45.60166667),86,0
333,Vl. Mica,2015,,publica stat,45.60444444,23.23555556,760.0,860.0,Hunedoara,O.S. Gradiste,IV,170B,4114.0,3.36,,,POINT (23.23555556 45.60444444),87,0
334,Vl. Mica,2015,,publica stat,45.59888889,23.23416667,770.0,1040.0,Hunedoara,O.S. Gradiste,IV,171A,4141.0,15.77,,,POINT (23.23416667 45.59888889),90,0
335,Vl. Mica,2015,,publica stat,45.59527778,23.24222222,920.0,1140.0,Hunedoara,O.S. Gradiste,IV,172A,4114.0,18.95,,,POINT (23.24222222 45.59527778),87,0
336,Vl. Mica,2015,,publica stat,45.59305556,23.23,910.0,1040.0,Hunedoara,O.S. Gradiste,IV,172C,4161.0,2.71,,,POINT (23.23 45.59305556),85,0
337,Vl. Mica,2015,,publica stat,45.59305556,23.2325,1010.0,1110.0,Hunedoara,O.S. Gradiste,IV,174B,4161.0,2.95,,,POINT (23.2325 45.59305556),87,0
338,Vl. Mica,2015,,publica stat,45.59944444,23.22027778,750.0,1100.0,Hunedoara,O.S. Gradiste,IV,179A,4114.0,28.96,179A,3.5,POINT (23.22027778 45.59944444),90,0
339,Vl. Mica,2015,,publica stat,45.68722222,23.19277778,760.0,990.0,Hunedoara,O.S. Gradiste,VI,44A,4114.0,6.68,,,POINT (23.19277778 45.68722222),90,0
340,Vl. Mica,2015,,publica stat,45.68833333,23.18777778,510.0,1050.0,Hunedoara,O.S. Gradiste,VI,44B,4243.0,45.25,,,POINT (23.18777778 45.68833333),85,0
341,Vl. Mica,2015,,publica stat,45.685,23.19277778,700.0,810.0,Hunedoara,O.S. Gradiste,VI,44C,4243.0,2.11,,,POINT (23.19277778 45.685),89,0
342,Lacurel,2016,,publica stat,45.44611111,22.82111111,570.0,1150.0,Hunedoara,O.S.Retezat,IV,215,5261.0,33.88,,,POINT (22.82111111 45.44611111),90,0
343,Lacurel,2016,,publica stat,45.44333333,22.82444444,610.0,1020.0,Hunedoara,O.S.Retezat,IV,216A,5261.0,17.32,,,POINT (22.82444444 45.44333333),99,0
344,Lacurel,2016,,publica stat,45.44166667,22.82722222,700.0,950.0,Hunedoara,O.S.Retezat,IV,216B,4213.0,8.34,,,POINT (22.82722222 45.44166667),100,0
345,Tabla,2016,,publica stat,45.43416667,22.75,600.0,1390.0,Hunedoara,O.S.Retezat,IV,232,4114.0,22.19,232,11.1,POINT (22.75 45.43416667),0,0
346,Tabla,2016,,publica stat,45.43722222,22.7925,600.0,1240.0,Hunedoara,O.S.Retezat,IV,233,4114.0,29.37,233,14.69,POINT (22.7925 45.43722222),85,0
347,Tabla,2016,,publica stat,45.43888889,22.7875,760.0,1120.0,Hunedoara,O.S.Retezat,IV,234,4116.0,35.24,234,17.62,POINT (22.7875 45.43888889),85,0
348,Scheiu,2016,,publica stat,45.29111111,22.62277778,1470.0,1700.0,Caras Severin,O.S.Retezat,IV,574,1153.0,50.41,,,POINT (22.62277778 45.29111111),98,0
349,Scheiu,2016,,publica stat,45.28472222,22.63583333,1290.0,1615.0,Caras Severin,O.S.Retezat,IV,575,1115.0,31.52,,,POINT (22.63583333 45.28472222),82,0
350,Scheiu,2016,,publica stat,45.2925,22.64138889,1215.0,1700.0,Caras Severin,O.S.Retezat,IV,577A,1115.0,11.54,,,POINT (22.64138889 45.2925),85,0
351,Scheiu,2016,,publica stat,45.29527778,22.63777778,1215.0,1575.0,Caras Severin,O.S.Retezat,IV,577B,1154.0,2.21,,,POINT (22.63777778 45.29527778),85,0
352,Scheiu,2016,,publica stat,45.29027778,22.64138889,1235.0,1655.0,Caras Severin,O.S.Retezat,IV,577C,1115.0,15.79,,,POINT (22.64138889 45.29027778),96,0
353,Scheiu,2016,,publica stat,45.28916667,22.63944444,1255.0,1625.0,Caras Severin,O.S.Retezat,IV,577D,1115.0,3.32,,,POINT (22.63944444 45.28916667),71,0
