Nr. crt.,Numele padurii virgine si/sau cvasivirgine,"Fundamentat in baza Amenaj silvic, editia","Fundamentat in baza Studiu de fundam, editia",Tipul de proprietate,Latitude,Longitude,Altitudine min,Altitudine max,Localizare administrativa Judet,Detinator Admin OS/OSP,UP,u.a.,TP,S (ha),din care: suprafete care nu corespund criteriului de naturalitate u.a.,din care: suprafete care nu corespund criteriului de naturalitate S (ha),geometry,tree_cover,loss_year
146,Cosava Mare,2015,,publica stat,45.05215278,22.05215278,900.0,1150.0,Caras Severin,O.S. Nera,II ,66,4111.0,34.47,,,POINT (22.05215278 45.05215278),90,0
147,Cosava Mare,2015,,publica stat,45.10845,22.05024444,900.0,1150.0,Caras Severin,O.S. Nera,II ,67A,4111.0,29.28,,,POINT (22.05024444 45.10845),100,0
148,Cosava Mare,2015,,publica stat,45.107825,22.04439444,1150.0,1150.0,Caras Severin,O.S. Nera,II ,67B,4111.0,3.38,,,POINT (22.04439444 45.107825),90,0
149,Cosava Mare,2015,,publica stat,45.11066111,22.05315833,830.0,1150.0,Caras Severin,O.S. Nera,II ,68A,4111.0,28.87,,,POINT (22.05315833 45.11066111),95,0
150,Cosava Mare,2015,,publica stat,45.11111389,22.04319167,1150.0,1150.0,Caras Severin,O.S. Nera,II ,68B,4111.0,1.91,,,POINT (22.04319167 45.11111389),100,0
151,Cosava Mare,2015,,publica stat,45.11510833,22.05518611,830.0,1200.0,Caras Severin,O.S. Nera,II ,69,4111.0,25.94,,,POINT (22.05518611 45.11510833),82,0
152,Cosava Mare,2015,,publica stat,45.116725,22.04699444,870.0,1250.0,Caras Severin,O.S. Nera,II ,70A,4111.0,52.95,,,POINT (22.04699444 45.116725),94,0
153,Cosava Mare,2015,,publica stat,45.11475556,22.04205556,1200.0,1200.0,Caras Severin,O.S. Nera,II ,70B,4111.0,0.61,,,POINT (22.04205556 45.11475556),89,0
154,Cosava Mare,2015,,publica stat,45.11886944,22.03855,990.0,1250.0,Caras Severin,O.S. Nera,II ,71,4111.0,28.08,,,POINT (22.03855 45.11886944),100,0
155,Cosava Mare,2015,,publica stat,45.12209722,22.03798333,1100.0,1100.0,Caras Severin,O.S. Nera,II ,72,4111.0,0.4,,,POINT (22.03798333 45.12209722),89,0
156,Cosava Mare,2015,,publica stat,45.12063889,22.03624444,1200.0,1200.0,Caras Severin,O.S. Nera,II ,73,4111.0,2.27,,,POINT (22.03624444 45.12063889),100,0
157,Cosava Mare,2015,,publica stat,45.12198333,22.03775,1150.0,1150.0,Caras Severin,O.S. Nera,II ,74,4111.0,2.84,,,POINT (22.03775 45.12198333),82,0
158,Cosava Mare,2015,,publica stat,45.12347778,22.0361,1100.0,1300.0,Caras Severin,O.S. Nera,II ,75A,4111.0,45.47,,,POINT (22.0361 45.12347778),90,0
159,Cosava Mare,2015,,publica stat,45.12323611,22.03753611,1150.0,1200.0,Caras Severin,O.S. Nera,II ,76,4111.0,0.36,,,POINT (22.03753611 45.12323611),90,0
160,Cosava Mare,2015,,publica stat,45.12586944,22.02937778,1100.0,1334.0,Caras Severin,O.S. Nera,II ,77A,4111.0,58.1,,,POINT (22.02937778 45.12586944),100,0
161,Cosava Mare,2015,,publica stat,45.13362222,22.02514722,1200.0,1250.0,Caras Severin,O.S. Nera,II ,78A,4111.0,20.2,,,POINT (22.02514722 45.13362222),100,0
162,Cosava Mare,2015,,publica stat,45.135925,22.02284722,1260.0,1260.0,Caras Severin,O.S. Nera,II ,78B,4111.0,1.44,,,POINT (22.02284722 45.135925),100,0
163,Cosava Mare,2015,,publica stat,45.13275,22.0272,1100.0,1200.0,Caras Severin,O.S. Nera,II ,79A,4111.0,21.34,,,POINT (22.0272 45.13275),90,0
164,Cosava Mare,2015,,publica stat,45.13659722,22.02425556,1260.0,1260.0,Caras Severin,O.S. Nera,II ,79B,4111.0,1.45,,,POINT (22.02425556 45.13659722),95,0
165,Cosava Mare,2015,,publica stat,45.1324,22.03251111,1200.0,1290.0,Caras Severin,O.S. Nera,II ,80A,4111.0,31.98,,,POINT (22.03251111 45.1324),98,0
166,Cosava Mare,2015,,publica stat,45.13742778,22.02787778,1250.0,1250.0,Caras Severin,O.S. Nera,II ,80B,4111.0,1.22,,,POINT (22.02787778 45.13742778),82,0
167,Cosava Mare,2015,,publica stat,45.14082222,22.02900556,1290.0,1290.0,Caras Severin,O.S. Nera,II ,80C,4114.0,0.4,,,POINT (22.02900556 45.14082222),85,0
168,Cosava Mare,2015,,publica stat,45.13731111,22.033025,1250.0,1280.0,Caras Severin,O.S. Nera,II ,80D,4114.0,3.39,,,POINT (22.033025 45.13731111),90,0
169,Cosava Mare,2015,,publica stat,45.13130833,22.03401389,1200.0,1200.0,Caras Severin,O.S. Nera,II ,80E,4114.0,0.82,,,POINT (22.03401389 45.13130833),100,0
170,Cosava Mare,2015,,publica stat,45.12677222,22.03455556,1050.0,1250.0,Caras Severin,O.S. Nera,II ,81A,4111.0,39.34,,,POINT (22.03455556 45.12677222),79,0
171,Cosava Mare,2015,,publica stat,45.125325,22.03629444,1050.0,1100.0,Caras Severin,O.S. Nera,II ,82,4111.0,3.3,,,POINT (22.03629444 45.125325),100,0
172,Cosava Mare,2015,,publica stat,45.12482778,22.03812222,940.0,1100.0,Caras Severin,O.S. Nera,II ,83,4111.0,12.08,,,POINT (22.03812222 45.12482778),87,0
173,Cosava Mare,2015,,publica stat,45.12596111,22.03780556,1000.0,1100.0,Caras Severin,O.S. Nera,II ,84,4111.0,13.19,,,POINT (22.03780556 45.12596111),100,0
174,Cosava Mare,2015,,publica stat,45.12525278,22.03832222,1100.0,1150.0,Caras Severin,O.S. Nera,II ,85,4111.0,3.82,,,POINT (22.03832222 45.12525278),100,0
175,Cosava Mare,2015,,publica stat,45.12096667,22.05343056,870.0,1100.0,Caras Severin,O.S. Nera,II ,86,4111.0,17.32,,,POINT (22.05343056 45.12096667),83,0
176,Cosava Mare,2015,,publica stat,45.12155278,22.05407778,880.0,1100.0,Caras Severin,O.S. Nera,II ,87A,4111.0,44.53,,,POINT (22.05407778 45.12155278),100,0
177,Cosava Mare,2015,,publica stat,45.12693333,22.04706389,1100.0,1200.0,Caras Severin,O.S. Nera,II ,88A,4111.0,13.49,,,POINT (22.04706389 45.12693333),82,0
178,Cosava Mare,2015,,publica stat,45.12840556,22.05104444,1100.0,1200.0,Caras Severin,O.S. Nera,II ,89,4111.0,13.92,,,POINT (22.05104444 45.12840556),94,0
179,Cosava Mare,2015,,publica stat,45.12846111,22.05243889,900.0,1110.0,Caras Severin,O.S. Nera,II ,90,4111.0,30.8,,,POINT (22.05243889 45.12846111),91,0
180,Cosava Mare,2015,,publica stat,45.12976944,22.04942778,1000.0,1100.0,Caras Severin,O.S. Nera,II ,91,4111.0,2.92,,,POINT (22.04942778 45.12976944),90,0
181,Cosava Mare,2015,,publica stat,45.12879722,22.04715,1000.0,1150.0,Caras Severin,O.S. Nera,II ,92,4111.0,21.24,,,POINT (22.04715 45.12879722),100,0
182,Cosava Mare,2015,,publica stat,45.13087222,22.04515833,1100.0,1250.0,Caras Severin,O.S. Nera,II ,93,4111.0,20.55,,,POINT (22.04515833 45.13087222),98,0
183,Cosava Mare,2015,,publica stat,45.13313889,22.0482,1050.0,1100.0,Caras Severin,O.S. Nera,II ,94,4111.0,2.25,,,POINT (22.0482 45.13313889),100,0
184,Cosava Mare,2015,,publica stat,45.13503611,22.04486944,1100.0,1300.0,Caras Severin,O.S. Nera,II ,95A,4111.0,12.79,,,POINT (22.04486944 45.13503611),100,0
185,Cosava Mare,2015,,publica stat,45.13359444,22.041425,1200.0,1200.0,Caras Severin,O.S. Nera,II ,95B,4114.0,0.52,,,POINT (22.041425 45.13359444),100,0
186,Cosava Mare,2015,,publica stat,45.1381,22.04701111,1100.0,1250.0,Caras Severin,O.S. Nera,II ,96A,4111.0,32.72,,,POINT (22.04701111 45.1381),82,0
187,Cosava Mare,2015,,publica stat,45.13556111,22.03973889,1300.0,1300.0,Caras Severin,O.S. Nera,II ,96B,4114.0,2.07,,,POINT (22.03973889 45.13556111),100,0
188,Cosava Mare,2015,,publica stat,45.14300278,22.04813889,1050.0,1050.0,Caras Severin,O.S. Nera,II ,97,4111.0,2.0,,,POINT (22.04813889 45.14300278),100,0
189,Cosava Mare,2015,,publica stat,45.14263889,22.04845,1150.0,1200.0,Caras Severin,O.S. Nera,II ,98,4111.0,6.14,,,POINT (22.04845 45.14263889),100,0
190,Cosava Mare,2015,,publica stat,45.14405556,22.04776111,1100.0,1250.0,Caras Severin,O.S. Nera,II ,99,4111.0,23.18,,,POINT (22.04776111 45.14405556),100,0
191,Cosava Mare,2015,,publica stat,45.14484167,22.04443333,1150.0,1290.0,Caras Severin,O.S. Nera,II ,100A,4111.0,42.04,,,POINT (22.04443333 45.14484167),83,0
192,Cosava Mare,2015,,publica stat,45.14042222,22.04708611,1250.0,1250.0,Caras Severin,O.S. Nera,II ,100B,4114.0,1.82,,,POINT (22.04708611 45.14042222),100,0
193,Cosava Mare,2015,,publica stat,45.14732222,22.04319722,1150.0,1350.0,Caras Severin,O.S. Nera,II ,101A,4111.0,36.19,,,POINT (22.04319722 45.14732222),100,0
194,Cosava Mare,2015,,publica stat,45.1463,22.03735556,1250.0,1350.0,Caras Severin,O.S. Nera,II ,101B,4114.0,2.92,,,POINT (22.03735556 45.1463),0,0
195,Cosava Mare,2015,,publica stat,45.147275,22.04338889,1150.0,1300.0,Caras Severin,O.S. Nera,II ,102A,4111.0,12.24,,,POINT (22.04338889 45.147275),89,0
196,Cosava Mare,2015,,publica stat,45.14773889,22.038825,1250.0,1350.0,Caras Severin,O.S. Nera,II ,102B,4151.0,3.19,,,POINT (22.038825 45.14773889),76,0
197,Cosava Mare,2015,,publica stat,45.14875278,22.04411111,1150.0,1300.0,Caras Severin,O.S. Nera,II ,103A,4111.0,23.41,,,POINT (22.04411111 45.14875278),100,0
198,Cosava Mare,2015,,publica stat,45.15033611,22.04181111,1150.0,1350.0,Caras Severin,O.S. Nera,II ,103B,4151.0,5.84,,,POINT (22.04181111 45.15033611),76,0
199,Cosava Mare,2015,,publica stat,45.15205278,22.04701667,1150.0,1350.0,Caras Severin,O.S. Nera,II ,104A,4114.0,23.83,,,POINT (22.04701667 45.15205278),90,0
200,Cosava Mare,2015,,publica stat,45.15263611,22.045,1350.0,1350.0,Caras Severin,O.S. Nera,II ,104B,4151.0,3.95,,,POINT (22.045 45.15263611),100,0
201,Cosava Mare,2015,,publica stat,45.15223333,22.04368611,1350.0,1350.0,Caras Severin,O.S. Nera,II ,104C,414.0,0.72,,,POINT (22.04368611 45.15223333),100,0
202,Cosava Mare,2015,,publica stat,45.15249444,22.04363889,1350.0,1350.0,Caras Severin,O.S. Nera,II ,104D,4151.0,0.71,,,POINT (22.04363889 45.15249444),100,0
203,Cosava Mare,2015,,publica stat,45.15425278,22.05067222,1300.0,1350.0,Caras Severin,O.S. Nera,II ,105A,4114.0,11.68,,,POINT (22.05067222 45.15425278),100,0
204,Cosava Mare,2015,,publica stat,45.15704444,22.05095,1300.0,1350.0,Caras Severin,O.S. Nera,II ,105B,4151.0,2.47,,,POINT (22.05095 45.15704444),92,0
205,Cosava Mare,2015,,publica stat,45.15648056,22.0552,1200.0,1350.0,Caras Severin,O.S. Nera,II ,106A,4114.0,16.77,,,POINT (22.0552 45.15648056),85,0
206,Cosava Mare,2015,,publica stat,45.16017778,22.05646389,1300.0,1350.0,Caras Severin,O.S. Nera,II ,106B,4151.0,4.79,,,POINT (22.05646389 45.16017778),54,0
207,Cosava Mare,2015,,publica stat,45.15865556,22.05671389,1300.0,1300.0,Caras Severin,O.S. Nera,II ,106C,4151.0,0.45,,,POINT (22.05671389 45.15865556),76,0
208,Cosava Mare,2015,,publica stat,45.15858333,22.06051111,1200.0,1350.0,Caras Severin,O.S. Nera,II ,107A,4114.0,21.11,,,POINT (22.06051111 45.15858333),99,0
209,Cosava Mare,2015,,publica stat,45.16314722,22.06076944,1250.0,1350.0,Caras Severin,O.S. Nera,II ,107B,4151.0,2.35,,,POINT (22.06076944 45.16314722),72,0
210,Cosava Mare,2015,,publica stat,45.16054444,22.06507222,1400.0,1400.0,Caras Severin,O.S. Nera,II ,107C,4151.0,1.32,,,POINT (22.06507222 45.16054444),95,0
211,Cosava Mare,2015,,publica stat,45.16348056,22.06645556,1400.0,1400.0,Caras Severin,O.S. Nera,II ,107D,4151.0,2.62,,,POINT (22.06645556 45.16348056),87,0
212,Cosava Mare,2015,,publica stat,45.15634444,22.06131944,1250.0,1400.0,Caras Severin,O.S. Nera,II ,108,4114.0,36.77,,,POINT (22.06131944 45.15634444),89,0
213,Cosava Mare,2015,,publica stat,45.15516111,22.05755833,1150.0,1350.0,Caras Severin,O.S. Nera,II ,109,4111.0,15.82,,,POINT (22.05755833 45.15516111),86,0
214,Cosava Mare,2015,,publica stat,45.15322778,22.05796944,1100.0,1350.0,Caras Severin,O.S. Nera,II ,110,4111.0,47.05,,,POINT (22.05796944 45.15322778),89,0
215,Cosava Mare,2015,,publica stat,45.15231389,22.05917222,1150.0,1350.0,Caras Severin,O.S. Nera,II ,111A,4111.0,38.66,,,POINT (22.05917222 45.15231389),94,0
216,Cosava Mare,2015,,publica stat,45.15327222,22.06389444,1250.0,1400.0,Caras Severin,O.S. Nera,II ,112A,4111.0,48.25,,,POINT (22.06389444 45.15327222),89,0
217,Cosava Mare,2015,,publica stat,45.14611667,22.06639722,1250.0,1400.0,Caras Severin,O.S. Nera,II ,113,4114.0,17.74,,,POINT (22.06639722 45.14611667),87,16
218,Cosava Mare,2015,,publica stat,45.14636389,22.06613333,1000.0,1350.0,Caras Severin,O.S. Nera,II ,114A,4114.0,26.82,,,POINT (22.06613333 45.14636389),86,16
219,Cosava Mare,2015,,publica stat,45.14298333,22.07127778,1350.0,1350.0,Caras Severin,O.S. Nera,II ,114B,4114.0,1.06,,,POINT (22.07127778 45.14298333),0,0
220,Cosava Mare,2015,,publica stat,45.14414167,22.06233333,1100.0,1350.0,Caras Severin,O.S. Nera,II ,115A,4111.0,52.69,,,POINT (22.06233333 45.14414167),98,0
221,Cosava Mare,2015,,publica stat,45.14357778,22.06662222,1300.0,1300.0,Caras Severin,O.S. Nera,II ,115B,4111.0,1.08,,,POINT (22.06662222 45.14357778),85,0
222,Cosava Mare,2015,,publica stat,45.14405556,22.066875,1300.0,1300.0,Caras Severin,O.S. Nera,II ,115C,4114.0,0.28,,,POINT (22.066875 45.14405556),94,0
223,Cosava Mare,2015,,publica stat,45.14319722,22.06726944,1350.0,1350.0,Caras Severin,O.S. Nera,II ,115D,4114.0,0.83,,,POINT (22.06726944 45.14319722),85,0
224,Cosava Mare,2015,,publica stat,45.14239167,22.06635,1350.0,1350.0,Caras Severin,O.S. Nera,II ,115E,4114.0,0.77,,,POINT (22.06635 45.14239167),89,0
225,Cosava Mare,2015,,publica stat,45.13915,22.06293333,1350.0,1350.0,Caras Severin,O.S. Nera,II ,115F,4114.0,0.31,,,POINT (22.06293333 45.13915),100,0
226,Cosava Mare,2015,,publica stat,45.14073056,22.06701667,1350.0,1350.0,Caras Severin,O.S. Nera,II ,115G,4114.0,0.5,,,POINT (22.06701667 45.14073056),100,0
227,Cosava Mare,2015,,publica stat,45.13941111,22.06701667,1300.0,1300.0,Caras Severin,O.S. Nera,II ,115H,4114.0,1.75,,,POINT (22.06701667 45.13941111),100,0
228,Cosava Mare,2015,,publica stat,45.141725,22.06799722,1350.0,1350.0,Caras Severin,O.S. Nera,II ,115I,4114.0,2.72,,,POINT (22.06799722 45.141725),87,0
229,Cosava Mare,2015,,publica stat,45.14116944,22.05751944,1000.0,1350.0,Caras Severin,O.S. Nera,II ,116A,4111.0,50.75,,,POINT (22.05751944 45.14116944),90,0
230,Cosava Mare,2015,,publica stat,45.13748333,22.06166667,1350.0,1350.0,Caras Severin,O.S. Nera,II ,116B,4114.0,0.31,,,POINT (22.06166667 45.13748333),86,0
231,Cosava Mare,2015,,publica stat,45.13943333,22.05444444,1000.0,1350.0,Caras Severin,O.S. Nera,II ,117,4111.0,20.14,,,POINT (22.05444444 45.13943333),83,0
232,Cosava Mare,2015,,publica stat,45.13889444,22.05555833,970.0,1300.0,Caras Severin,O.S. Nera,II ,118,4111.0,53.55,,,POINT (22.05555833 45.13889444),89,0
233,Cosava Mare,2015,,publica stat,45.13617778,22.05503889,970.0,1250.0,Caras Severin,O.S. Nera,II ,119,4111.0,28.6,,,POINT (22.05503889 45.13617778),89,0
234,Cosava Mare,2015,,publica stat,45.134925,22.05685833,960.0,1250.0,Caras Severin,O.S. Nera,II ,120,4111.0,35.29,,,POINT (22.05685833 45.134925),100,0
235,Cosava Mare,2015,,publica stat,45.136825,22.06276944,1250.0,1350.0,Caras Severin,O.S. Nera,II ,121A,4111.0,29.92,,,POINT (22.06276944 45.136825),90,0
236,Cosava Mare,2015,,publica stat,45.14017778,22.06765,1350.0,1350.0,Caras Severin,O.S. Nera,II ,121B,4114.0,1.73,,,POINT (22.06765 45.14017778),96,0
237,Cosava Mare,2015,,publica stat,45.13970556,22.06640556,1350.0,1350.0,Caras Severin,O.S. Nera,II ,121C,4114.0,0.69,,,POINT (22.06640556 45.13970556),87,0
238,Cosava Mare,2015,,publica stat,45.13476111,22.05879722,1250.0,1300.0,Caras Severin,O.S. Nera,II ,121D,4114.0,2.25,,,POINT (22.05879722 45.13476111),89,0
239,Cosava Mare,2015,,publica stat,45.13765833,22.06660556,1150.0,1350.0,Caras Severin,O.S. Nera,II ,122A,4111.0,11.02,,,POINT (22.06660556 45.13765833),90,0
240,Cosava Mare,2015,,publica stat,45.14603611,22.07265278,1350.0,1350.0,Caras Severin,O.S. Nera,II ,122B,4114.0,0.74,,,POINT (22.07265278 45.14603611),83,0
241,Cosava Mare,2015,,publica stat,45.14018333,22.06814722,1300.0,1350.0,Caras Severin,O.S. Nera,II ,122C,4114.0,4.25,,,POINT (22.06814722 45.14018333),90,0
242,Cosava Mare,2015,,publica stat,45.13709722,22.0685,1100.0,1350.0,Caras Severin,O.S. Nera,II ,123A,4111.0,31.23,,,POINT (22.0685 45.13709722),100,0
243,Cosava Mare,2015,,publica stat,45.14314444,22.06844167,1350.0,1350.0,Caras Severin,O.S. Nera,II ,123B,4114.0,0.56,,,POINT (22.06844167 45.14314444),81,0
244,Cosava Mare,2015,,publica stat,45.14337778,22.06940556,1350.0,1350.0,Caras Severin,O.S. Nera,II ,123C,4114.0,0.52,,,POINT (22.06940556 45.14337778),90,0
245,Cosava Mare,2015,,publica stat,45.13494444,22.06129167,1100.0,1300.0,Caras Severin,O.S. Nera,II ,124A,4111.0,38.86,,,POINT (22.06129167 45.13494444),100,0
246,Cosava Mare,2015,,publica stat,45.13138333,22.058175,1150.0,1300.0,Caras Severin,O.S. Nera,II ,125,4111.0,49.47,,,POINT (22.058175 45.13138333),94,0
247,Cosava Mare,2015,,publica stat,45.13171111,22.06106944,970.0,1300.0,Caras Severin,O.S. Nera,II ,126,4111.0,47.58,,,POINT (22.06106944 45.13171111),100,0
248,Cosava Mare,2015,,publica stat,45.11953611,22.06405556,900.0,1250.0,Caras Severin,O.S. Nera,II ,127,4111.0,39.28,,,POINT (22.06405556 45.11953611),96,0
249,Cosava Mare,2015,,publica stat,45.10947222,22.06211667,900.0,1250.0,Caras Severin,O.S. Nera,II ,128,4111.0,36.89,,,POINT (22.06211667 45.10947222),100,0
250,Cosava Mare,2015,,publica stat,45.10690833,22.06239167,860.0,1200.0,Caras Severin,O.S. Nera,II ,129,4111.0,31.68,,,POINT (22.06239167 45.10690833),89,0
251,Cosava Mare,2015,,publica stat,45.10686111,22.06337222,800.0,1100.0,Caras Severin,O.S. Nera,II ,130A,4111.0,47.84,,,POINT (22.06337222 45.10686111),89,0
252,Cosava Mare,2015,,publica stat,45.107275,22.06082222,900.0,900.0,Caras Severin,O.S. Nera,II ,130B,4111.0,0.53,,,POINT (22.06082222 45.107275),91,0
253,Cosava Mare,2015,,publica stat,45.10787222,22.06146389,920.0,950.0,Caras Severin,O.S. Nera,II ,130C,4111.0,1.47,,,POINT (22.06146389 45.10787222),100,0
254,Cosava Mare,2015,,publica stat,45.10824722,22.06220556,800.0,1000.0,Caras Severin,O.S. Nera,II ,131,4111.0,25.29,,,POINT (22.06220556 45.10824722),100,0
255,Cosava Mare,2015,,publica stat,45.10744722,22.06271111,880.0,1200.0,Caras Severin,O.S. Nera,II ,132A,4111.0,48.13,,,POINT (22.06271111 45.10744722),87,0
256,Cosava Mare,2015,,publica stat,45.10615556,22.06212222,950.0,1150.0,Caras Severin,O.S. Nera,II ,133,4111.0,21.82,,,POINT (22.06212222 45.10615556),99,0
257,Cosava Mare,2015,,publica stat,45.09977222,22.06648056,800.0,1050.0,Caras Severin,O.S. Nera,II ,134,4111.0,32.02,,,POINT (22.06648056 45.09977222),89,0
258,Cosava Mare,2015,,publica stat,45.09803333,22.06625833,780.0,1050.0,Caras Severin,O.S. Nera,II ,135A,4111.0,45.58,,,POINT (22.06625833 45.09803333),83,0
259,Cosava Mare,2015,,publica stat,45.09655833,22.06712778,780.0,1050.0,Caras Severin,O.S. Nera,II ,136,4111.0,35.96,,,POINT (22.06712778 45.09655833),85,0
260,Cosava Mare,2015,,publica stat,45.09316111,22.06567222,770.0,1000.0,Caras Severin,O.S. Nera,II ,137,4111.0,25.84,,,POINT (22.06567222 45.09316111),89,0
261,Cosava Mare,2015,,publica stat,45.08878056,22.06607778,770.0,1000.0,Caras Severin,O.S. Nera,II ,138A,4111.0,26.98,,,POINT (22.06607778 45.08878056),89,0
262,Cosava Mare,2015,,publica stat,45.08715,22.06585556,770.0,1000.0,Caras Severin,O.S. Nera,II ,139A,4111.0,22.85,,,POINT (22.06585556 45.08715),87,0
263,Cosava Mare,2015,,publica stat,45.08366667,22.06492778,750.0,1000.0,Caras Severin,O.S. Nera,II ,140,4111.0,35.44,,,POINT (22.06492778 45.08366667),100,0
264,Cosava Mare,2015,,publica stat,45.07881667,22.06450556,700.0,980.0,Caras Severin,O.S. Nera,II ,141,4111.0,50.67,,,POINT (22.06450556 45.07881667),90,0
265,Cosava Mare,2015,,publica stat,45.06936389,22.05919722,670.0,930.0,Caras Severin,O.S. Nera,II ,142,4114.0,40.72,,,POINT (22.05919722 45.06936389),89,0
266,Cosava Mare,2015,,publica stat,45.06168611,22.05851944,670.0,930.0,Caras Severin,O.S. Nera,II ,143,4114.0,18.58,,,POINT (22.05851944 45.06168611),98,0
267,Nerganiţa,2015,,publica stat,45.08871667,22.07681111,820.0,1050.0,Caras Severin,O.S. Nera,III ,6,4111.0,32.79,,,POINT (22.07681111 45.08871667),100,0
268,Nerganiţa,2015,,publica stat,45.09291667,22.07801111,840.0,1050.0,Caras Severin,O.S. Nera,III ,7,4111.0,27.56,,,POINT (22.07801111 45.09291667),100,0
269,Nerganiţa,2015,,publica stat,45.09778611,22.0807,860.0,1050.0,Caras Severin,O.S. Nera,III ,8,4111.0,53.35,,,POINT (22.0807 45.09778611),100,0
270,Nerganiţa,2015,,publica stat,45.10073333,22.08128056,900.0,1050.0,Caras Severin,O.S. Nera,III ,9,4111.0,47.51,,,POINT (22.08128056 45.10073333),98,0
271,Nerganiţa,2015,,publica stat,45.10333056,22.08021389,940.0,1250.0,Caras Severin,O.S. Nera,III ,10,4111.0,43.68,,,POINT (22.08021389 45.10333056),93,0
272,Nerganiţa,2015,,publica stat,45.10545278,22.08031111,940.0,1250.0,Caras Severin,O.S. Nera,III ,11,4111.0,40.46,,,POINT (22.08031111 45.10545278),100,0
273,Nerganiţa,2015,,publica stat,45.10662778,22.08132778,940.0,1250.0,Caras Severin,O.S. Nera,III ,12,4111.0,20.91,,,POINT (22.08132778 45.10662778),100,0
274,Nerganiţa,2015,,publica stat,45.11100278,22.08346389,940.0,1050.0,Caras Severin,O.S. Nera,III ,13,4111.0,34.73,,,POINT (22.08346389 45.11100278),100,0
275,Nerganiţa,2015,,publica stat,45.12081944,22.081875,980.0,1300.0,Caras Severin,O.S. Nera,III ,14,4111.0,45.58,,,POINT (22.081875 45.12081944),100,0
276,Nerganiţa,2015,,publica stat,45.12389167,22.08216667,980.0,1250.0,Caras Severin,O.S. Nera,III ,15,4111.0,43.66,,,POINT (22.08216667 45.12389167),100,0
277,Nerganiţa,2015,,publica stat,45.12100833,22.08635,980.0,1200.0,Caras Severin,O.S. Nera,III ,16,4111.0,28.06,,,POINT (22.08635 45.12100833),94,0
278,Nerganiţa,2015,,publica stat,45.12295278,22.08510278,1050.0,1100.0,Caras Severin,O.S. Nera,III ,17,4111.0,40.62,,,POINT (22.08510278 45.12295278),100,0
279,Nerganiţa,2015,,publica stat,45.12582778,22.08986389,1050.0,1300.0,Caras Severin,O.S. Nera,III ,18,4111.0,42.97,,,POINT (22.08986389 45.12582778),95,0
280,Nerganiţa,2015,,publica stat,45.13883333,22.09650833,1100.0,1300.0,Caras Severin,O.S. Nera,III ,19,4111.0,38.11,,,POINT (22.09650833 45.13883333),100,0
281,Nerganiţa,2015,,publica stat,45.14251111,22.09142778,1100.0,1300.0,Caras Severin,O.S. Nera,III ,20,4111.0,29.37,,,POINT (22.09142778 45.14251111),89,0
282,Nerganiţa,2015,,publica stat,45.14249167,22.08907222,1100.0,1300.0,Caras Severin,O.S. Nera,III ,21,4111.0,18.78,,,POINT (22.08907222 45.14249167),89,0
283,Nerganiţa,2015,,publica stat,45.14311389,22.083125,1150.0,1350.0,Caras Severin,O.S. Nera,III ,22,4111.0,42.15,,,POINT (22.083125 45.14311389),89,0
284,Nerganiţa,2015,,publica stat,45.14750278,22.07948889,1150.0,1400.0,Caras Severin,O.S. Nera,III ,23A,4111.0,39.14,,,POINT (22.07948889 45.14750278),89,0
285,Nerganiţa,2015,,publica stat,45.14965,22.081525,1150.0,1300.0,Caras Severin,O.S. Nera,III ,24,4111.0,40.35,,,POINT (22.081525 45.14965),85,0
286,Nerganiţa,2015,,publica stat,45.15119444,22.08513056,1150.0,1350.0,Caras Severin,O.S. Nera,III ,25,4114.0,26.49,,,POINT (22.08513056 45.15119444),100,0
287,Nerganiţa,2015,,publica stat,45.15130278,22.08019167,1250.0,1400.0,Caras Severin,O.S. Nera,III ,26,4114.0,53.56,,,POINT (22.08019167 45.15130278),96,0
288,Nerganiţa,2015,,publica stat,45.15706389,22.07301667,1250.0,1400.0,Caras Severin,O.S. Nera,III ,27A,4114.0,38.69,,,POINT (22.07301667 45.15706389),100,0
289,Nerganiţa,2015,,publica stat,45.15883889,22.07566944,1250.0,1400.0,Caras Severin,O.S. Nera,III ,28A,4114.0,15.1,,,POINT (22.07566944 45.15883889),79,0
290,Nerganiţa,2015,,publica stat,45.16108611,22.07625556,1250.0,1400.0,Caras Severin,O.S. Nera,III ,29A,4151.0,46.13,,,POINT (22.07625556 45.16108611),91,0
291,Nerganiţa,2015,,publica stat,45.16328056,22.079025,1300.0,1400.0,Caras Severin,O.S. Nera,III ,30A,4151.0,22.87,,,POINT (22.079025 45.16328056),99,0
292,Nerganiţa,2015,,publica stat,45.16640278,22.07148611,1300.0,1400.0,Caras Severin,O.S. Nera,III ,31,4151.0,17.25,,,POINT (22.07148611 45.16640278),90,16
293,Nerganiţa,2015,,publica stat,45.16292778,22.06686944,1350.0,1400.0,Caras Severin,O.S. Nera,III ,32,4151.0,8.39,,,POINT (22.06686944 45.16292778),90,0
294,Nerganiţa,2015,,publica stat,45.17179444,22.07905833,1350.0,1400.0,Caras Severin,O.S. Nera,III ,38,4151.0,29.1,,,POINT (22.07905833 45.17179444),100,0
295,Nerganiţa,2015,,publica stat,45.16235833,22.08345833,1300.0,1350.0,Caras Severin,O.S. Nera,III ,39A,4114.0,28.15,,,POINT (22.08345833 45.16235833),94,0
